country_name_short,country_name,election_date,start_date,cabinet_name,caretaker,cabinet_party,prime_minister,seats,election_seats_total,party_name_short,party_name,party_name_english,left_right,country_id,election_id,cabinet_id,previous_cabinet_id,party_id
BEL,Belgium,2007-06-10,2007-06-10,Verhofstadt III,1,1,1,18,150,PVV,Partij voor Vrijheid en Vooruitgang,Party of Liberty and Progress,7.005274864397552,64,401,886,449,1110
BEL,Belgium,2007-06-10,2007-06-10,Verhofstadt III,1,1,0,14,150,SPA/Spirit,Socialistische Partij Anders / Sociaal-Liberale Partij,Socialist Party Different / Social Liberal Party,3.2549600906121094,64,401,886,449,1113
BEL,Belgium,2007-06-10,2007-06-10,Verhofstadt III,1,0,0,17,150,VB,Vlaams Blok,Flemish Block,9.662160601164166,64,401,886,449,993
BEL,Belgium,2007-06-10,2007-12-21,Verhofstadt IV,1,0,0,4,150,AGL-Gr,Agalev – Groen,Agalev -- Groen,2.5761500930507277,64,401,441,886,1594
BEL,Belgium,2007-06-10,2007-12-21,Verhofstadt IV,1,1,0,30,150,CD&V/N-VA,Christen-Democratisch & Vlaams/Nieuw-Vlaams Alliantie,Christian-Democrat and Flemish/New Flemish Alliance,,64,401,441,886,972
BEL,Belgium,2007-06-10,2007-12-21,Verhofstadt IV,1,0,0,8,150,Ecolo,Écologistes Confédérés pour l'organisation de luttes originales,Confederated ecologists for the organisation of original struggles,2.6410233871653297,64,401,441,886,161
BEL,Belgium,2007-06-10,2007-12-21,Verhofstadt IV,1,0,0,1,150,FN,Front National,National Front,9.65497087177478,64,401,441,886,171
BEL,Belgium,2007-06-10,2007-12-21,Verhofstadt IV,1,0,0,5,150,LD,Lijst Dedecker,List Dedecker,,64,401,441,886,221
BEL,Belgium,2007-06-10,2007-12-21,Verhofstadt IV,1,1,0,23,150,MR,Mouvement Réformateur,Reformist Movement,6.688912228835253,64,401,441,886,915
BEL,Belgium,2007-06-10,2007-12-21,Verhofstadt IV,1,1,0,20,150,PS,Parti Socialiste,Francophone Socialist Party,2.9306530386383773,64,401,441,886,1378
BEL,Belgium,2007-06-10,2007-12-21,Verhofstadt IV,1,1,0,10,150,PSC,Parti Social Chrétien,Francophone Christian Social Party,5.497417138194483,64,401,441,886,1192
BEL,Belgium,2007-06-10,2007-12-21,Verhofstadt IV,1,1,1,18,150,PVV,Partij voor Vrijheid en Vooruitgang,Party of Liberty and Progress,7.005274864397552,64,401,441,886,1110
BEL,Belgium,2007-06-10,2007-12-21,Verhofstadt IV,1,0,0,14,150,SPA/Spirit,Socialistische Partij Anders / Sociaal-Liberale Partij,Socialist Party Different / Social Liberal Party,3.2549600906121094,64,401,441,886,1113
BEL,Belgium,2007-06-10,2007-12-21,Verhofstadt IV,1,0,0,17,150,VB,Vlaams Blok,Flemish Block,9.662160601164166,64,401,441,886,993
BEL,Belgium,2007-06-10,2008-03-20,Leterme I,0,0,0,4,150,AGL-Gr,Agalev – Groen,Agalev -- Groen,2.5761500930507277,64,401,264,441,1594
BEL,Belgium,2007-06-10,2008-03-20,Leterme I,0,1,1,30,150,CD&V/N-VA,Christen-Democratisch & Vlaams/Nieuw-Vlaams Alliantie,Christian-Democrat and Flemish/New Flemish Alliance,,64,401,264,441,972
BEL,Belgium,2007-06-10,2008-03-20,Leterme I,0,0,0,8,150,Ecolo,Écologistes Confédérés pour l'organisation de luttes originales,Confederated ecologists for the organisation of original struggles,2.6410233871653297,64,401,264,441,161
BEL,Belgium,2007-06-10,2008-03-20,Leterme I,0,0,0,1,150,FN,Front National,National Front,9.65497087177478,64,401,264,441,171
BEL,Belgium,2007-06-10,2008-03-20,Leterme I,0,0,0,5,150,LD,Lijst Dedecker,List Dedecker,,64,401,264,441,221
BEL,Belgium,2007-06-10,2008-03-20,Leterme I,0,1,0,23,150,MR,Mouvement Réformateur,Reformist Movement,6.688912228835253,64,401,264,441,915
BEL,Belgium,2007-06-10,2008-03-20,Leterme I,0,1,0,20,150,PS,Parti Socialiste,Francophone Socialist Party,2.9306530386383773,64,401,264,441,1378
BEL,Belgium,2007-06-10,2008-03-20,Leterme I,0,1,0,10,150,PSC,Parti Social Chrétien,Francophone Christian Social Party,5.497417138194483,64,401,264,441,1192
BEL,Belgium,2007-06-10,2008-03-20,Leterme I,0,1,0,18,150,PVV,Partij voor Vrijheid en Vooruitgang,Party of Liberty and Progress,7.005274864397552,64,401,264,441,1110
BEL,Belgium,2007-06-10,2008-03-20,Leterme I,0,0,0,14,150,SPA/Spirit,Socialistische Partij Anders / Sociaal-Liberale Partij,Socialist Party Different / Social Liberal Party,3.2549600906121094,64,401,264,441,1113
BEL,Belgium,2007-06-10,2008-03-20,Leterme I,0,0,0,17,150,VB,Vlaams Blok,Flemish Block,9.662160601164166,64,401,264,441,993
BEL,Belgium,2007-06-10,2008-12-30,Rompuy,0,0,0,4,150,AGL-Gr,Agalev – Groen,Agalev -- Groen,2.5761500930507277,64,401,80,264,1594
BEL,Belgium,2007-06-10,2008-12-30,Rompuy,0,1,1,23,150,CD&V,Christen-Democratisch en Vlaams,Christian Democrats & Flemish,5.808943112423539,64,401,80,264,1310
BEL,Belgium,2007-06-10,2008-12-30,Rompuy,0,0,0,8,150,Ecolo,Écologistes Confédérés pour l'organisation de luttes originales,Confederated ecologists for the organisation of original struggles,2.6410233871653297,64,401,80,264,161
BEL,Belgium,2007-06-10,2008-12-30,Rompuy,0,0,0,1,150,FN,Front National,National Front,9.65497087177478,64,401,80,264,171
BEL,Belgium,2007-06-10,2008-12-30,Rompuy,0,0,0,5,150,LD,Lijst Dedecker,List Dedecker,,64,401,80,264,221
BEL,Belgium,2007-06-10,2008-12-30,Rompuy,0,1,0,23,150,MR,Mouvement Réformateur,Reformist Movement,6.688912228835253,64,401,80,264,915
BEL,Belgium,2007-06-10,2008-12-30,Rompuy,0,0,0,7,150,N-VA,Nieuw-Vlaamse Alliantie,New Flemish Alliance,6.532149159987299,64,401,80,264,501
BEL,Belgium,2007-06-10,2008-12-30,Rompuy,0,1,0,20,150,PS,Parti Socialiste,Francophone Socialist Party,2.9306530386383773,64,401,80,264,1378
BEL,Belgium,2007-06-10,2008-12-30,Rompuy,0,1,0,10,150,PSC,Parti Social Chrétien,Francophone Christian Social Party,5.497417138194483,64,401,80,264,1192
BEL,Belgium,2007-06-10,2008-12-30,Rompuy,0,1,0,18,150,PVV,Partij voor Vrijheid en Vooruitgang,Party of Liberty and Progress,7.005274864397552,64,401,80,264,1110
BEL,Belgium,2007-06-10,2008-12-30,Rompuy,0,0,0,14,150,SPA/Spirit,Socialistische Partij Anders / Sociaal-Liberale Partij,Socialist Party Different / Social Liberal Party,3.2549600906121094,64,401,80,264,1113
BEL,Belgium,2007-06-10,2008-12-30,Rompuy,0,0,0,17,150,VB,Vlaams Blok,Flemish Block,9.662160601164166,64,401,80,264,993
BEL,Belgium,2007-06-10,2009-11-25,Leterme II,0,0,0,4,150,AGL-Gr,Agalev – Groen,Agalev -- Groen,2.5761500930507277,64,401,431,80,1594
BEL,Belgium,2007-06-10,2009-11-25,Leterme II,0,1,1,23,150,CD&V,Christen-Democratisch en Vlaams,Christian Democrats & Flemish,5.808943112423539,64,401,431,80,1310
BEL,Belgium,2007-06-10,2009-11-25,Leterme II,0,0,0,8,150,Ecolo,Écologistes Confédérés pour l'organisation de luttes originales,Confederated ecologists for the organisation of original struggles,2.6410233871653297,64,401,431,80,161
BEL,Belgium,2007-06-10,2009-11-25,Leterme II,0,0,0,1,150,FN,Front National,National Front,9.65497087177478,64,401,431,80,171
BEL,Belgium,2007-06-10,2009-11-25,Leterme II,0,0,0,5,150,LD,Lijst Dedecker,List Dedecker,,64,401,431,80,221
BEL,Belgium,2007-06-10,2009-11-25,Leterme II,0,1,0,23,150,MR,Mouvement Réformateur,Reformist Movement,6.688912228835253,64,401,431,80,915
BEL,Belgium,2007-06-10,2009-11-25,Leterme II,0,0,0,7,150,N-VA,Nieuw-Vlaamse Alliantie,New Flemish Alliance,6.532149159987299,64,401,431,80,501
BEL,Belgium,2007-06-10,2009-11-25,Leterme II,0,1,0,20,150,PS,Parti Socialiste,Francophone Socialist Party,2.9306530386383773,64,401,431,80,1378
BEL,Belgium,2007-06-10,2009-11-25,Leterme II,0,1,0,10,150,PSC,Parti Social Chrétien,Francophone Christian Social Party,5.497417138194483,64,401,431,80,1192
BEL,Belgium,2007-06-10,2009-11-25,Leterme II,0,1,0,18,150,PVV,Partij voor Vrijheid en Vooruitgang,Party of Liberty and Progress,7.005274864397552,64,401,431,80,1110
BEL,Belgium,2007-06-10,2009-11-25,Leterme II,0,0,0,14,150,SPA/Spirit,Socialistische Partij Anders / Sociaal-Liberale Partij,Socialist Party Different / Social Liberal Party,3.2549600906121094,64,401,431,80,1113
BEL,Belgium,2007-06-10,2009-11-25,Leterme II,0,0,0,17,150,VB,Vlaams Blok,Flemish Block,9.662160601164166,64,401,431,80,993
BEL,Belgium,2010-06-13,2010-06-13,Leterme III,1,0,0,5,150,AGL-Gr,Agalev – Groen,Agalev -- Groen,2.5761500930507277,64,486,675,431,1594
BEL,Belgium,2010-06-13,2010-06-13,Leterme III,1,1,1,17,150,CD&V,Christen-Democratisch en Vlaams,Christian Democrats & Flemish,5.808943112423539,64,486,675,431,1310
BEL,Belgium,2010-06-13,2010-06-13,Leterme III,1,0,0,8,150,Ecolo,Écologistes Confédérés pour l'organisation de luttes originales,Confederated ecologists for the organisation of original struggles,2.6410233871653297,64,486,675,431,161
BEL,Belgium,2010-06-13,2010-06-13,Leterme III,1,0,0,1,150,LD,Lijst Dedecker,List Dedecker,,64,486,675,431,221
BEL,Belgium,2010-06-13,2010-06-13,Leterme III,1,1,0,18,150,MR,Mouvement Réformateur,Reformist Movement,6.688912228835253,64,486,675,431,915
BEL,Belgium,2010-06-13,2010-06-13,Leterme III,1,0,0,27,150,N-VA,Nieuw-Vlaamse Alliantie,New Flemish Alliance,6.532149159987299,64,486,675,431,501
BEL,Belgium,2010-06-13,2010-06-13,Leterme III,1,1,0,26,150,PS,Parti Socialiste,Francophone Socialist Party,2.9306530386383773,64,486,675,431,1378
BEL,Belgium,2010-06-13,2010-06-13,Leterme III,1,1,0,9,150,PSC,Parti Social Chrétien,Francophone Christian Social Party,5.497417138194483,64,486,675,431,1192
BEL,Belgium,2010-06-13,2010-06-13,Leterme III,1,0,0,13,150,PVV,Partij voor Vrijheid en Vooruitgang,Party of Liberty and Progress,7.005274864397552,64,486,675,431,1110
BEL,Belgium,2010-06-13,2010-06-13,Leterme III,1,0,0,1,150,Pp,Parti populaire,People's Party,,64,486,675,431,438
BEL,Belgium,2010-06-13,2010-06-13,Leterme III,1,0,0,13,150,SP,Socialistische Partij,Socialist Party,3.2458993196673323,64,486,675,431,1029
BEL,Belgium,2010-06-13,2010-06-13,Leterme III,1,0,0,12,150,VB,Vlaams Blok,Flemish Block,9.662160601164166,64,486,675,431,993
BEL,Belgium,2010-06-13,2011-12-06,Di Rupo,0,0,0,5,150,AGL-Gr,Agalev – Groen,Agalev -- Groen,2.5761500930507277,64,486,987,675,1594
BEL,Belgium,2010-06-13,2011-12-06,Di Rupo,0,1,0,17,150,CD&V,Christen-Democratisch en Vlaams,Christian Democrats & Flemish,5.808943112423539,64,486,987,675,1310
BEL,Belgium,2010-06-13,2011-12-06,Di Rupo,0,0,0,8,150,Ecolo,Écologistes Confédérés pour l'organisation de luttes originales,Confederated ecologists for the organisation of original struggles,2.6410233871653297,64,486,987,675,161
BEL,Belgium,2010-06-13,2011-12-06,Di Rupo,0,0,0,3,150,FDF,Front Démocratique des Francophones,Francophone Democratic Front,6.125925943586562,64,486,987,675,969
BEL,Belgium,2010-06-13,2011-12-06,Di Rupo,0,0,0,1,150,LD,Lijst Dedecker,List Dedecker,,64,486,987,675,221
BEL,Belgium,2010-06-13,2011-12-06,Di Rupo,0,1,0,15,150,MR,Mouvement Réformateur,Reformist Movement,6.688912228835253,64,486,987,675,915
BEL,Belgium,2010-06-13,2011-12-06,Di Rupo,0,0,0,27,150,N-VA,Nieuw-Vlaamse Alliantie,New Flemish Alliance,6.532149159987299,64,486,987,675,501
BEL,Belgium,2010-06-13,2011-12-06,Di Rupo,0,1,1,26,150,PS,Parti Socialiste,Francophone Socialist Party,2.9306530386383773,64,486,987,675,1378
BEL,Belgium,2010-06-13,2011-12-06,Di Rupo,0,1,0,9,150,PSC,Parti Social Chrétien,Francophone Christian Social Party,5.497417138194483,64,486,987,675,1192
BEL,Belgium,2010-06-13,2011-12-06,Di Rupo,0,1,0,13,150,PVV,Partij voor Vrijheid en Vooruitgang,Party of Liberty and Progress,7.005274864397552,64,486,987,675,1110
BEL,Belgium,2010-06-13,2011-12-06,Di Rupo,0,0,0,1,150,Pp,Parti populaire,People's Party,,64,486,987,675,438
BEL,Belgium,2010-06-13,2011-12-06,Di Rupo,0,1,0,13,150,SP,Socialistische Partij,Socialist Party,3.2458993196673323,64,486,987,675,1029
BEL,Belgium,2010-06-13,2011-12-06,Di Rupo,0,0,0,12,150,VB,Vlaams Blok,Flemish Block,9.662160601164166,64,486,987,675,993
BGR,Bulgaria,1991-10-13,1991-11-08,Dimitrov,0,0,0,106,240,BSP,B?lgarska Socialisti?eska Partija,Bulgarian Socialist Party,3.00637956251178,10,32,348,,982
BGR,Bulgaria,1991-10-13,1991-11-08,Dimitrov,0,0,0,24,240,DPS,Dvizhenie za prava i svobodi,Movement for Rights and Freedoms,4.582791053370427,10,32,348,,1286
BGR,Bulgaria,1991-10-13,1991-11-08,Dimitrov,0,1,1,110,240,SDS,Sayuz na Demokratichni Sili-Liberal,Union of Democratic Forces-Liberal,6.111111111111111,10,32,348,,423
BGR,Bulgaria,1991-10-13,1992-12-30,Berov,1,0,0,106,240,BSP,B?lgarska Socialisti?eska Partija,Bulgarian Socialist Party,3.00637956251178,10,32,462,348,982
BGR,Bulgaria,1991-10-13,1992-12-30,Berov,1,0,0,24,240,DPS,Dvizhenie za prava i svobodi,Movement for Rights and Freedoms,4.582791053370427,10,32,462,348,1286
BGR,Bulgaria,1991-10-13,1992-12-30,Berov,1,0,0,110,240,SDS,Sayuz na Demokratichni Sili-Liberal,Union of Democratic Forces-Liberal,6.111111111111111,10,32,462,348,423
BGR,Bulgaria,1991-10-13,1992-12-30,Berov,1,1,1,0,240,none,no party affiliation,no party affiliation,,10,32,462,348,133
BGR,Bulgaria,1991-10-13,1994-10-18,Indzhova,1,0,0,106,240,BSP,B?lgarska Socialisti?eska Partija,Bulgarian Socialist Party,3.00637956251178,10,32,109,462,982
BGR,Bulgaria,1991-10-13,1994-10-18,Indzhova,1,0,0,24,240,DPS,Dvizhenie za prava i svobodi,Movement for Rights and Freedoms,4.582791053370427,10,32,109,462,1286
BGR,Bulgaria,1991-10-13,1994-10-18,Indzhova,1,0,0,110,240,SDS,Sayuz na Demokratichni Sili-Liberal,Union of Democratic Forces-Liberal,6.111111111111111,10,32,109,462,423
BGR,Bulgaria,1991-10-13,1994-10-18,Indzhova,1,1,1,0,240,none,no party affiliation,no party affiliation,,10,32,109,462,133
BGR,Bulgaria,1994-12-18,1995-01-26,Videnov,0,0,0,13,240,BBB,Balgarski Biznes Blok,Bulgarian Business Bloc,6.678362673486179,10,355,541,109,599
BGR,Bulgaria,1994-12-18,1995-01-26,Videnov,0,0,0,18,240,BNS,Balgarski Naroden Sajuz,Bulgarian People's Union,5.8,10,355,541,109,1375
BGR,Bulgaria,1994-12-18,1995-01-26,Videnov,0,1,1,125,240,BSP,B?lgarska Socialisti?eska Partija,Bulgarian Socialist Party,3.00637956251178,10,355,541,109,982
BGR,Bulgaria,1994-12-18,1995-01-26,Videnov,0,0,0,15,240,DPS,Dvizhenie za prava i svobodi,Movement for Rights and Freedoms,4.582791053370427,10,355,541,109,1286
BGR,Bulgaria,1994-12-18,1995-01-26,Videnov,0,1,0,0,240,PKE,"Politicheski klub ""Ekoglasnost""","Political Club ""Ecoglasnost""",,10,355,541,109,1548
BGR,Bulgaria,1994-12-18,1995-01-26,Videnov,0,0,0,69,240,SDS,Sayuz na Demokratichni Sili-Liberal,Union of Democratic Forces-Liberal,6.111111111111111,10,355,541,109,423
BGR,Bulgaria,1994-12-18,1995-01-26,Videnov,0,1,0,0,240,ZNS,Zemedelski Naroden S?yuz,Agrarian People's Union,5.526315789473684,10,355,541,109,353
BGR,Bulgaria,1994-12-18,1997-02-12,Sofiyanski,1,0,0,13,240,BBB,Balgarski Biznes Blok,Bulgarian Business Bloc,6.678362673486179,10,355,714,541,599
BGR,Bulgaria,1994-12-18,1997-02-12,Sofiyanski,1,0,0,18,240,BNS,Balgarski Naroden Sajuz,Bulgarian People's Union,5.8,10,355,714,541,1375
BGR,Bulgaria,1994-12-18,1997-02-12,Sofiyanski,1,0,0,125,240,BSP,B?lgarska Socialisti?eska Partija,Bulgarian Socialist Party,3.00637956251178,10,355,714,541,982
BGR,Bulgaria,1994-12-18,1997-02-12,Sofiyanski,1,0,0,15,240,DPS,Dvizhenie za prava i svobodi,Movement for Rights and Freedoms,4.582791053370427,10,355,714,541,1286
BGR,Bulgaria,1994-12-18,1997-02-12,Sofiyanski,1,1,1,69,240,SDS,Sayuz na Demokratichni Sili-Liberal,Union of Democratic Forces-Liberal,6.111111111111111,10,355,714,541,423
BGR,Bulgaria,1997-04-19,1997-05-21,Kostov,0,0,0,12,240,BBB,Balgarski Biznes Blok,Bulgarian Business Bloc,6.678362673486179,10,126,792,714,599
BGR,Bulgaria,1997-04-19,1997-05-21,Kostov,0,0,0,58,240,DL,Democratichnata Levitsa,Democratic Left,3.00637956251178,10,126,792,714,603
BGR,Bulgaria,1997-04-19,1997-05-21,Kostov,0,0,0,14,240,KE,Koalicija Evrolevica,Euroleft Coalition,,10,126,792,714,710
BGR,Bulgaria,1997-04-19,1997-05-21,Kostov,0,1,1,123,240,ODS,Obedineni Demokratichni Sili,United Democratic Forces,6.961132410618294,10,126,792,714,784
BGR,Bulgaria,1997-04-19,1997-05-21,Kostov,0,0,0,19,240,ONS,Obedinenie za Nacionalno Spasenie,Union for National Salvation,,10,126,792,714,996
BGR,Bulgaria,1997-04-19,1997-05-21,Kostov,0,0,0,14,240,ZNS,Zemedelski Naroden S?yuz,Agrarian People's Union,5.526315789473684,10,126,792,714,353
BGR,Bulgaria,2001-06-18,2001-07-24,Sakskoburggotski,0,1,0,21,240,DPS,Dvizhenie za prava i svobodi,Movement for Rights and Freedoms,4.582791053370427,10,681,575,792,1286
BGR,Bulgaria,2001-06-18,2001-07-24,Sakskoburggotski,0,0,0,48,240,KzB,Koalicija za Balgarija,Coalition for Bulgaria,2.79,10,681,575,792,1160
BGR,Bulgaria,2001-06-18,2001-07-24,Sakskoburggotski,0,1,1,120,240,NDSV,Natsionalno Dvizhenie Simeon Vtori,National Movement Simeon II,5.756746487533842,10,681,575,792,544
BGR,Bulgaria,2001-06-18,2001-07-24,Sakskoburggotski,0,0,0,51,240,ODS,Obedineni Demokratichni Sili,United Democratic Forces,6.961132410618294,10,681,575,792,784
BGR,Bulgaria,2005-06-25,2005-08-17,Stanishev,0,0,0,21,240,ATA,Natsionalen S?yuz Ataka,National Union Attack,5.46,10,618,425,575,535
BGR,Bulgaria,2005-06-25,2005-08-17,Stanishev,0,0,0,13,240,BNS,Balgarski Naroden Sajuz,Bulgarian People's Union,5.8,10,618,425,575,1375
BGR,Bulgaria,2005-06-25,2005-08-17,Stanishev,0,1,0,34,240,DPS,Dvizhenie za prava i svobodi,Movement for Rights and Freedoms,4.582791053370427,10,618,425,575,1286
BGR,Bulgaria,2005-06-25,2005-08-17,Stanishev,0,0,0,17,240,DSB,Demokrati za Silna Balgarija,Democrats for a Strong Bulgaria,7.85,10,618,425,575,57
BGR,Bulgaria,2005-06-25,2005-08-17,Stanishev,0,1,1,82,240,KzB,Koalicija za Balgarija,Coalition for Bulgaria,2.79,10,618,425,575,1160
BGR,Bulgaria,2005-06-25,2005-08-17,Stanishev,0,1,0,53,240,NDSV,Natsionalno Dvizhenie Simeon Vtori,National Movement Simeon II,5.756746487533842,10,618,425,575,544
BGR,Bulgaria,2005-06-25,2005-08-17,Stanishev,0,0,0,20,240,ODS,Obedineni Demokratichni Sili,United Democratic Forces,6.961132410618294,10,618,425,575,784
BGR,Bulgaria,2009-07-05,2009-07-27,Borisov,0,0,0,21,240,ATA,Natsionalen S?yuz Ataka,National Union Attack,5.46,10,79,805,425,535
BGR,Bulgaria,2009-07-05,2009-07-27,Borisov,0,0,0,15,240,BC,Sinyata koalitsia,Blue Coalition,,10,79,805,425,1254
BGR,Bulgaria,2009-07-05,2009-07-27,Borisov,0,0,0,38,240,DPS,Dvizhenie za prava i svobodi,Movement for Rights and Freedoms,4.582791053370427,10,79,805,425,1286
BGR,Bulgaria,2009-07-05,2009-07-27,Borisov,0,1,1,116,240,GERB,Grazhdani za evropeysko razvitie na Balgariya,Citizens for European Development of Bulgaria,,10,79,805,425,1541
BGR,Bulgaria,2009-07-05,2009-07-27,Borisov,0,0,0,40,240,KzB,Koalicija za Balgarija,Coalition for Bulgaria,2.79,10,79,805,425,1160
BGR,Bulgaria,2009-07-05,2009-07-27,Borisov,0,0,0,10,240,PPS,"Porz?dek, Prawo i Sprawiedliwo??","Order, Law and Justice",,10,79,805,425,636
CAN,Canada,1945-06-11,1945-06-11,King III,0,0,0,2,245,BPC,Bloc Populaire Canadien,Bloc Populaire Canadien,,29,189,608,,1307
CAN,Canada,1945-06-11,1945-06-11,King III,0,0,0,1,245,CP,Communist Party,Communist Party,,29,189,608,,556
CAN,Canada,1945-06-11,1945-06-11,King III,0,0,0,1,245,L-P,Liberal-Progressive,Liberal-Progressive,,29,189,608,,2011
CAN,Canada,1945-06-11,1945-06-11,King III,0,1,1,125,245,LP,Liberal Party of Canada,Liberal Party of Canada,5.055204214501343,29,189,608,,368
CAN,Canada,1945-06-11,1945-06-11,King III,0,0,0,28,245,NDP,New Democratic Party,New Democratic Party,2.4599656597680286,29,189,608,,296
CAN,Canada,1945-06-11,1945-06-11,King III,0,0,0,67,245,PCP,Progressive Conservative Party of Canada,Progressive Conservative Party of Canada,6.711221059163403,29,189,608,,794
CAN,Canada,1945-06-11,1945-06-11,King III,0,0,0,13,245,SSC,Social Credit Party of Canada,Social Credit Party of Canada,7.8,29,189,608,,1392
CAN,Canada,1945-06-11,1945-06-11,King III,0,0,0,8,245,none,no party affiliation,no party affiliation,,29,189,608,,1189
CAN,Canada,1945-06-11,1948-11-15,St-Laurent I,0,0,0,2,245,BPC,Bloc Populaire Canadien,Bloc Populaire Canadien,,29,189,534,608,1307
CAN,Canada,1945-06-11,1948-11-15,St-Laurent I,0,0,0,1,245,CP,Communist Party,Communist Party,,29,189,534,608,556
CAN,Canada,1945-06-11,1948-11-15,St-Laurent I,0,0,0,1,245,L-P,Liberal-Progressive,Liberal-Progressive,,29,189,534,608,2011
CAN,Canada,1945-06-11,1948-11-15,St-Laurent I,0,1,1,125,245,LP,Liberal Party of Canada,Liberal Party of Canada,5.055204214501343,29,189,534,608,368
CAN,Canada,1945-06-11,1948-11-15,St-Laurent I,0,0,0,28,245,NDP,New Democratic Party,New Democratic Party,2.4599656597680286,29,189,534,608,296
CAN,Canada,1945-06-11,1948-11-15,St-Laurent I,0,0,0,67,245,PCP,Progressive Conservative Party of Canada,Progressive Conservative Party of Canada,6.711221059163403,29,189,534,608,794
CAN,Canada,1945-06-11,1948-11-15,St-Laurent I,0,0,0,13,245,SSC,Social Credit Party of Canada,Social Credit Party of Canada,7.8,29,189,534,608,1392
CAN,Canada,1945-06-11,1948-11-15,St-Laurent I,0,0,0,8,245,none,no party affiliation,no party affiliation,,29,189,534,608,1189
CAN,Canada,1949-06-27,1949-06-27,St-Laurent II,0,1,1,190,262,LP,Liberal Party of Canada,Liberal Party of Canada,5.055204214501343,29,112,750,534,368
CAN,Canada,1949-06-27,1949-06-27,St-Laurent II,0,0,0,13,262,NDP,New Democratic Party,New Democratic Party,2.4599656597680286,29,112,750,534,296
CAN,Canada,1949-06-27,1949-06-27,St-Laurent II,0,0,0,41,262,PCP,Progressive Conservative Party of Canada,Progressive Conservative Party of Canada,6.711221059163403,29,112,750,534,794
CAN,Canada,1949-06-27,1949-06-27,St-Laurent II,0,0,0,10,262,SSC,Social Credit Party of Canada,Social Credit Party of Canada,7.8,29,112,750,534,1392
CAN,Canada,1949-06-27,1949-06-27,St-Laurent II,0,0,0,8,262,etc,others,others,,29,112,750,534,1352
CAN,Canada,1953-08-10,1953-08-10,St-Laurent III,0,1,1,171,265,LP,Liberal Party of Canada,Liberal Party of Canada,5.055204214501343,29,292,327,750,368
CAN,Canada,1953-08-10,1953-08-10,St-Laurent III,0,0,0,23,265,NDP,New Democratic Party,New Democratic Party,2.4599656597680286,29,292,327,750,296
CAN,Canada,1953-08-10,1953-08-10,St-Laurent III,0,0,0,51,265,PCP,Progressive Conservative Party of Canada,Progressive Conservative Party of Canada,6.711221059163403,29,292,327,750,794
CAN,Canada,1953-08-10,1953-08-10,St-Laurent III,0,0,0,15,265,SSC,Social Credit Party of Canada,Social Credit Party of Canada,7.8,29,292,327,750,1392
CAN,Canada,1953-08-10,1953-08-10,St-Laurent III,0,0,0,5,265,etc,others,others,,29,292,327,750,1352
CAN,Canada,1957-06-10,1957-06-21,Diefenbaker I,0,0,0,105,265,LP,Liberal Party of Canada,Liberal Party of Canada,5.055204214501343,29,562,249,327,368
CAN,Canada,1957-06-10,1957-06-21,Diefenbaker I,0,0,0,25,265,NDP,New Democratic Party,New Democratic Party,2.4599656597680286,29,562,249,327,296
CAN,Canada,1957-06-10,1957-06-21,Diefenbaker I,0,1,1,112,265,PCP,Progressive Conservative Party of Canada,Progressive Conservative Party of Canada,6.711221059163403,29,562,249,327,794
CAN,Canada,1957-06-10,1957-06-21,Diefenbaker I,0,0,0,19,265,SSC,Social Credit Party of Canada,Social Credit Party of Canada,7.8,29,562,249,327,1392
CAN,Canada,1957-06-10,1957-06-21,Diefenbaker I,0,0,0,4,265,etc,others,others,,29,562,249,327,1352
CAN,Canada,1958-03-31,1958-03-31,Diefenbaker II,0,0,0,1,265,LL,Liberal-Labour,Liberal-Labour,,29,286,697,249,2085
CAN,Canada,1958-03-31,1958-03-31,Diefenbaker II,0,0,0,48,265,LP,Liberal Party of Canada,Liberal Party of Canada,5.055204214501343,29,286,697,249,368
CAN,Canada,1958-03-31,1958-03-31,Diefenbaker II,0,0,0,8,265,NDP,New Democratic Party,New Democratic Party,2.4599656597680286,29,286,697,249,296
CAN,Canada,1958-03-31,1958-03-31,Diefenbaker II,0,1,1,208,265,PCP,Progressive Conservative Party of Canada,Progressive Conservative Party of Canada,6.711221059163403,29,286,697,249,794
CAN,Canada,1962-06-18,1962-06-18,Diefenbaker III,0,0,0,1,265,LL,Liberal-Labour,Liberal-Labour,,29,76,619,697,2085
CAN,Canada,1962-06-18,1962-06-18,Diefenbaker III,0,0,0,99,265,LP,Liberal Party of Canada,Liberal Party of Canada,5.055204214501343,29,76,619,697,368
CAN,Canada,1962-06-18,1962-06-18,Diefenbaker III,0,0,0,19,265,NDP,New Democratic Party,New Democratic Party,2.4599656597680286,29,76,619,697,296
CAN,Canada,1962-06-18,1962-06-18,Diefenbaker III,0,1,1,116,265,PCP,Progressive Conservative Party of Canada,Progressive Conservative Party of Canada,6.711221059163403,29,76,619,697,794
CAN,Canada,1962-06-18,1962-06-18,Diefenbaker III,0,0,0,30,265,SSC,Social Credit Party of Canada,Social Credit Party of Canada,7.8,29,76,619,697,1392
CAN,Canada,1963-04-08,1963-04-22,Pearson I,0,1,1,129,265,LP,Liberal Party of Canada,Liberal Party of Canada,5.055204214501343,29,424,857,619,368
