country_name_short,country_name,election_type,election_date,vote_share,seats,seats_total,party_name_short,party_name,party_name_english,left_right,country_id,election_id,previous_parliament_election_id,previous_cabinet_id,party_id
CHE,Switzerland,parliament,1979-10-21,1.7,2,200,POCH,Progressive Organisationen der Schweiz – Organisations progressistes de Suisse,Progressive Organisations of Switzerland,,40,435,371,20,964
CHE,Switzerland,parliament,1979-10-21,1.3,2,200,NA-AN,Nationale Aktion gegen die Überfremdung von Volk und Heimat – Action Nationale contre l'Emprise et la Surpopulation Etrangere,National Action against Foreign Domination,9.424724578857422,40,435,371,20,628
CHE,Switzerland,parliament,1979-10-21,0.6,1,200,Grue,Grüne – Écologiste,Greens,1.6885965748837104,40,435,371,20,141
CHE,Switzerland,parliament,1979-10-21,0.6,1,200,RB,Republikanische Bewegung,Republican Movement,,40,435,371,20,564
CHE,Switzerland,parliament,1979-10-21,0.4,1,200,PSA,Partito socialista autonomo,Autonomous Socialist Party,,40,435,371,20,224
CHE,Switzerland,parliament,1979-10-21,,1,200,EJ,Entente jurassienne,Agreement Jura,,40,435,371,20,1964
CHE,Switzerland,parliament,1979-10-21,,1,200,UJ,Unité jurassienne,Unity Jura,,40,435,371,20,1965
CHE,Switzerland,parliament,1979-10-21,0.3,0,200,EDU-UDF,Eidgenössisch-Demokratische Union – Union Démocratique Fédérale,Federal Democratic Union of Switzerland,8.65789513838921,40,435,371,20,1318
CHE,Switzerland,parliament,1983-10-23,23.3,54,200,FDP-PRD,Freisinnig-Demokratische Partei der Schweiz – Parti Radical-Democratique Suisse,Radical Democratic Party,6.324926984240435,40,631,435,723,26
CHE,Switzerland,parliament,1983-10-23,22.8,47,200,SP-PS,Sozialdemokratische Partei der Schweiz – Parti Socialiste Suisse,Social Democratic Party of Switzerland,1.8318713868570597,40,631,435,723,35
CHE,Switzerland,parliament,1983-10-23,20.2,42,200,CVP-PDC,Christlichdemokratische Volkspartei – Parti démocrate-chrétien,Conservative Peoples Party,4.728801253246283,40,631,435,723,531
CHE,Switzerland,parliament,1983-10-23,11.1,23,200,SVP-UDC,Schweizerische Volkspartei – Union Démocratique du Centre,Swiss People's Party,7.357456140350877,40,631,435,723,750
CHE,Switzerland,parliament,1983-10-23,2.8,8,200,LPS,Liberale Partei der Schweiz – Parti liberal suisse,Liberal Party of Switzerland,7.2961191768534714,40,631,435,723,458
CHE,Switzerland,parliament,1983-10-23,4.0,8,200,LdU-ADI,Landesring der Unabhängigen – Alliance des Indépendants,Independents Alliance,,40,631,435,723,1264
CHE,Switzerland,parliament,1983-10-23,2.9,4,200,NA-AN,Nationale Aktion gegen die Überfremdung von Volk und Heimat – Action Nationale contre l'Emprise et la Surpopulation Etrangere,National Action against Foreign Domination,9.424724578857422,40,631,435,723,628
CHE,Switzerland,parliament,1983-10-23,1.9,3,200,Grue,Grüne – Écologiste,Greens,1.6885965748837104,40,631,435,723,141
CHE,Switzerland,parliament,1983-10-23,2.1,3,200,EVP-PEP,Evangelische Volkspartei der Schweiz – Parti Populaire Evangelique Suisse,Protestant Peoples Party,4.924811814960684,40,631,435,723,602
CHE,Switzerland,parliament,1983-10-23,2.2,3,200,POCH,Progressive Organisationen der Schweiz – Organisations progressistes de Suisse,Progressive Organisations of Switzerland,,40,631,435,723,964
CHE,Switzerland,parliament,1983-10-23,0.5,1,200,PSA,Partito socialista autonomo,Autonomous Socialist Party,,40,631,435,723,224
CHE,Switzerland,parliament,1983-10-23,0.9,1,200,PdA,Partei der Arbeit der Schweiz,Swiss Party of Labour,0.5263157894736842,40,631,435,723,1167
CHE,Switzerland,parliament,1983-10-23,0.5,1,200,RB,Republikanische Bewegung,Republican Movement,,40,631,435,723,564
CHE,Switzerland,parliament,1983-10-23,,1,200,KHM,Komitee Herbert Maeder,Committee Herbert Maeder,,40,631,435,723,1967
CHE,Switzerland,parliament,1983-10-23,,1,200,FL,Freie Liste,Free List,,40,631,435,723,1966
CHE,Switzerland,parliament,1983-10-23,1.0,0,200,FraP,Frauen macht Politik,Feminist Green Alternative,,40,631,435,723,569
CHE,Switzerland,parliament,1987-10-18,22.9,51,200,FDP-PRD,Freisinnig-Demokratische Partei der Schweiz – Parti Radical-Democratique Suisse,Radical Democratic Party,6.324926984240435,40,358,631,129,26
CHE,Switzerland,parliament,1987-10-18,19.6,42,200,CVP-PDC,Christlichdemokratische Volkspartei – Parti démocrate-chrétien,Conservative Peoples Party,4.728801253246283,40,358,631,129,531
CHE,Switzerland,parliament,1987-10-18,18.4,41,200,SP-PS,Sozialdemokratische Partei der Schweiz – Parti Socialiste Suisse,Social Democratic Party of Switzerland,1.8318713868570597,40,358,631,129,35
CHE,Switzerland,parliament,1987-10-18,11.0,25,200,SVP-UDC,Schweizerische Volkspartei – Union Démocratique du Centre,Swiss People's Party,7.357456140350877,40,358,631,129,750
CHE,Switzerland,parliament,1987-10-18,2.7,9,200,LPS,Liberale Partei der Schweiz – Parti liberal suisse,Liberal Party of Switzerland,7.2961191768534714,40,358,631,129,458
CHE,Switzerland,parliament,1987-10-18,4.9,9,200,Grue,Grüne – Écologiste,Greens,1.6885965748837104,40,358,631,129,141
CHE,Switzerland,parliament,1987-10-18,4.2,8,200,LdU-ADI,Landesring der Unabhängigen – Alliance des Indépendants,Independents Alliance,,40,358,631,129,1264
CHE,Switzerland,parliament,1987-10-18,1.9,3,200,EVP-PEP,Evangelische Volkspartei der Schweiz – Parti Populaire Evangelique Suisse,Protestant Peoples Party,4.924811814960684,40,358,631,129,602
CHE,Switzerland,parliament,1987-10-18,1.3,3,200,POCH,Progressive Organisationen der Schweiz – Organisations progressistes de Suisse,Progressive Organisations of Switzerland,,40,358,631,129,964
CHE,Switzerland,parliament,1987-10-18,2.5,3,200,NA-AN,Nationale Aktion gegen die Überfremdung von Volk und Heimat – Action Nationale contre l'Emprise et la Surpopulation Etrangere,National Action against Foreign Domination,9.424724578857422,40,358,631,129,628
CHE,Switzerland,parliament,1987-10-18,2.6,2,200,FPS,Freiheitspartei der Schweiz,Freedom Party of Switzerland,8.055555555555555,40,358,631,129,1602
CHE,Switzerland,parliament,1987-10-18,0.8,1,200,PdA,Partei der Arbeit der Schweiz,Swiss Party of Labour,0.5263157894736842,40,358,631,129,1167
CHE,Switzerland,parliament,1987-10-18,,1,200,KHM,Komitee Herbert Maeder,Committee Herbert Maeder,,40,358,631,129,1967
CHE,Switzerland,parliament,1987-10-18,0.6,1,200,PSA,Partito socialista autonomo,Autonomous Socialist Party,,40,358,631,129,224
CHE,Switzerland,parliament,1987-10-18,2.4,1,200,FraP,Frauen macht Politik,Feminist Green Alternative,,40,358,631,129,569
CHE,Switzerland,parliament,1987-10-18,0.9,0,200,EDU-UDF,Eidgenössisch-Demokratische Union – Union Démocratique Fédérale,Federal Democratic Union of Switzerland,8.65789513838921,40,358,631,129,1318
CHE,Switzerland,parliament,1991-10-20,21.0,44,200,FDP-PRD,Freisinnig-Demokratische Partei der Schweiz – Parti Radical-Democratique Suisse,Radical Democratic Party,6.324926984240435,40,521,358,426,26
CHE,Switzerland,parliament,1991-10-20,18.5,41,200,SP-PS,Sozialdemokratische Partei der Schweiz – Parti Socialiste Suisse,Social Democratic Party of Switzerland,1.8318713868570597,40,521,358,426,35
CHE,Switzerland,parliament,1991-10-20,18.0,35,200,CVP-PDC,Christlichdemokratische Volkspartei – Parti démocrate-chrétien,Conservative Peoples Party,4.728801253246283,40,521,358,426,531
CHE,Switzerland,parliament,1991-10-20,11.9,25,200,SVP-UDC,Schweizerische Volkspartei – Union Démocratique du Centre,Swiss People's Party,7.357456140350877,40,521,358,426,750
CHE,Switzerland,parliament,1991-10-20,6.1,14,200,Grue,Grüne – Écologiste,Greens,1.6885965748837104,40,521,358,426,141
CHE,Switzerland,parliament,1991-10-20,3.0,10,200,LPS,Liberale Partei der Schweiz – Parti liberal suisse,Liberal Party of Switzerland,7.2961191768534714,40,521,358,426,458
CHE,Switzerland,parliament,1991-10-20,5.1,8,200,FPS,Freiheitspartei der Schweiz,Freedom Party of Switzerland,8.055555555555555,40,521,358,426,1602
CHE,Switzerland,parliament,1991-10-20,2.8,5,200,LdU-ADI,Landesring der Unabhängigen – Alliance des Indépendants,Independents Alliance,,40,521,358,426,1264
CHE,Switzerland,parliament,1991-10-20,3.4,5,200,NA-AN,Nationale Aktion gegen die Überfremdung von Volk und Heimat – Action Nationale contre l'Emprise et la Surpopulation Etrangere,National Action against Foreign Domination,9.424724578857422,40,521,358,426,628
CHE,Switzerland,parliament,1991-10-20,1.9,3,200,EVP-PEP,Evangelische Volkspartei der Schweiz – Parti Populaire Evangelique Suisse,Protestant Peoples Party,4.924811814960684,40,521,358,426,602
CHE,Switzerland,parliament,1991-10-20,0.8,2,200,PdA,Partei der Arbeit der Schweiz,Swiss Party of Labour,0.5263157894736842,40,521,358,426,1167
CHE,Switzerland,parliament,1991-10-20,1.4,2,200,LdT,Lega dei Ticinesi,Ticino League,,40,521,358,426,1500
CHE,Switzerland,parliament,1991-10-20,,1,200,EJ,Entente jurassienne,Agreement Jura,,40,521,358,426,1964
CHE,Switzerland,parliament,1991-10-20,0.6,1,200,PSA,Partito socialista autonomo,Autonomous Socialist Party,,40,521,358,426,224
CHE,Switzerland,parliament,1991-10-20,0.4,1,200,CsP-PCS,Christlich-soziale Partei – Parti chrétien-social,Christian Social Party,,40,521,358,426,1012
CHE,Switzerland,parliament,1991-10-20,1.0,1,200,EDU-UDF,Eidgenössisch-Demokratische Union – Union Démocratique Fédérale,Federal Democratic Union of Switzerland,8.65789513838921,40,521,358,426,1318
CHE,Switzerland,parliament,1991-10-20,1.3,1,200,FraP,Frauen macht Politik,Feminist Green Alternative,,40,521,358,426,569
CHE,Switzerland,parliament,1991-10-20,,1,200,KHM,Komitee Herbert Maeder,Committee Herbert Maeder,,40,521,358,426,1967
CHE,Switzerland,parliament,1991-10-20,0.2,0,200,POCH,Progressive Organisationen der Schweiz – Organisations progressistes de Suisse,Progressive Organisations of Switzerland,,40,521,358,426,964
CHE,Switzerland,parliament,1995-10-22,21.8,54,200,SP-PS,Sozialdemokratische Partei der Schweiz – Parti Socialiste Suisse,Social Democratic Party of Switzerland,1.8318713868570597,40,105,521,773,35
CHE,Switzerland,parliament,1995-10-22,20.2,45,200,FDP-PRD,Freisinnig-Demokratische Partei der Schweiz – Parti Radical-Democratique Suisse,Radical Democratic Party,6.324926984240435,40,105,521,773,26
CHE,Switzerland,parliament,1995-10-22,16.8,34,200,CVP-PDC,Christlichdemokratische Volkspartei – Parti démocrate-chrétien,Conservative Peoples Party,4.728801253246283,40,105,521,773,531
CHE,Switzerland,parliament,1995-10-22,14.9,29,200,SVP-UDC,Schweizerische Volkspartei – Union Démocratique du Centre,Swiss People's Party,7.357456140350877,40,105,521,773,750
CHE,Switzerland,parliament,1995-10-22,5.0,8,200,Grue,Grüne – Écologiste,Greens,1.6885965748837104,40,105,521,773,141
CHE,Switzerland,parliament,1995-10-22,2.7,7,200,LPS,Liberale Partei der Schweiz – Parti liberal suisse,Liberal Party of Switzerland,7.2961191768534714,40,105,521,773,458
CHE,Switzerland,parliament,1995-10-22,4.0,7,200,FPS,Freiheitspartei der Schweiz,Freedom Party of Switzerland,8.055555555555555,40,105,521,773,1602
CHE,Switzerland,parliament,1995-10-22,1.2,3,200,PdA,Partei der Arbeit der Schweiz,Swiss Party of Labour,0.5263157894736842,40,105,521,773,1167
CHE,Switzerland,parliament,1995-10-22,1.8,3,200,LdU-ADI,Landesring der Unabhängigen – Alliance des Indépendants,Independents Alliance,,40,105,521,773,1264
CHE,Switzerland,parliament,1995-10-22,3.1,3,200,NA-AN,Nationale Aktion gegen die Überfremdung von Volk und Heimat – Action Nationale contre l'Emprise et la Surpopulation Etrangere,National Action against Foreign Domination,9.424724578857422,40,105,521,773,628
CHE,Switzerland,parliament,1995-10-22,1.5,2,200,FraP,Frauen macht Politik,Feminist Green Alternative,,40,105,521,773,569
CHE,Switzerland,parliament,1995-10-22,1.8,2,200,EVP-PEP,Evangelische Volkspartei der Schweiz – Parti Populaire Evangelique Suisse,Protestant Peoples Party,4.924811814960684,40,105,521,773,602
CHE,Switzerland,parliament,1995-10-22,0.9,1,200,LdT,Lega dei Ticinesi,Ticino League,,40,105,521,773,1500
CHE,Switzerland,parliament,1995-10-22,1.3,1,200,EDU-UDF,Eidgenössisch-Demokratische Union – Union Démocratique Fédérale,Federal Democratic Union of Switzerland,8.65789513838921,40,105,521,773,1318
CHE,Switzerland,parliament,1995-10-22,0.3,1,200,CsP-PCS,Christlich-soziale Partei – Parti chrétien-social,Christian Social Party,,40,105,521,773,1012
CHE,Switzerland,parliament,1995-10-22,0.3,0,200,S,solidaritéS,Solidarity,,40,105,521,773,1226
CHE,Switzerland,parliament,1999-10-24,22.5,51,200,SP-PS,Sozialdemokratische Partei der Schweiz – Parti Socialiste Suisse,Social Democratic Party of Switzerland,1.8318713868570597,40,427,105,38,35
CHE,Switzerland,parliament,1999-10-24,22.5,44,200,SVP-UDC,Schweizerische Volkspartei – Union Démocratique du Centre,Swiss People's Party,7.357456140350877,40,427,105,38,750
CHE,Switzerland,parliament,1999-10-24,19.9,43,200,FDP-PRD,Freisinnig-Demokratische Partei der Schweiz – Parti Radical-Democratique Suisse,Radical Democratic Party,6.324926984240435,40,427,105,38,26
CHE,Switzerland,parliament,1999-10-24,15.9,35,200,CVP-PDC,Christlichdemokratische Volkspartei – Parti démocrate-chrétien,Conservative Peoples Party,4.728801253246283,40,427,105,38,531
CHE,Switzerland,parliament,1999-10-24,5.0,8,200,Grue,Grüne – Écologiste,Greens,1.6885965748837104,40,427,105,38,141
CHE,Switzerland,parliament,1999-10-24,2.3,6,200,LPS,Liberale Partei der Schweiz – Parti liberal suisse,Liberal Party of Switzerland,7.2961191768534714,40,427,105,38,458
CHE,Switzerland,parliament,1999-10-24,1.8,3,200,EVP-PEP,Evangelische Volkspartei der Schweiz – Parti Populaire Evangelique Suisse,Protestant Peoples Party,4.924811814960684,40,427,105,38,602
CHE,Switzerland,parliament,1999-10-24,1.0,2,200,PdA,Partei der Arbeit der Schweiz,Swiss Party of Labour,0.5263157894736842,40,427,105,38,1167
CHE,Switzerland,parliament,1999-10-24,0.9,2,200,LdT,Lega dei Ticinesi,Ticino League,,40,427,105,38,1500
CHE,Switzerland,parliament,1999-10-24,1.8,1,200,NA-AN,Nationale Aktion gegen die Überfremdung von Volk und Heimat – Action Nationale contre l'Emprise et la Surpopulation Etrangere,National Action against Foreign Domination,9.424724578857422,40,427,105,38,628
CHE,Switzerland,parliament,1999-10-24,0.4,1,200,CsP-PCS,Christlich-soziale Partei – Parti chrétien-social,Christian Social Party,,40,427,105,38,1012
CHE,Switzerland,parliament,1999-10-24,1.3,1,200,EDU-UDF,Eidgenössisch-Demokratische Union – Union Démocratique Fédérale,Federal Democratic Union of Switzerland,8.65789513838921,40,427,105,38,1318
CHE,Switzerland,parliament,1999-10-24,0.7,1,200,LdU-ADI,Landesring der Unabhängigen – Alliance des Indépendants,Independents Alliance,,40,427,105,38,1264
CHE,Switzerland,parliament,1999-10-24,0.5,1,200,S,solidaritéS,Solidarity,,40,427,105,38,1226
CHE,Switzerland,parliament,1999-10-24,0.3,1,200,FraP,Frauen macht Politik,Feminist Green Alternative,,40,427,105,38,569
CHE,Switzerland,parliament,1999-10-24,0.9,0,200,FPS,Freiheitspartei der Schweiz,Freedom Party of Switzerland,8.055555555555555,40,427,105,38,1602
CHE,Switzerland,parliament,2003-10-19,26.7,55,200,SVP-UDC,Schweizerische Volkspartei – Union Démocratique du Centre,Swiss People's Party,7.357456140350877,40,206,427,198,750
CHE,Switzerland,parliament,2003-10-19,23.3,52,200,SP-PS,Sozialdemokratische Partei der Schweiz – Parti Socialiste Suisse,Social Democratic Party of Switzerland,1.8318713868570597,40,206,427,198,35
CHE,Switzerland,parliament,2003-10-19,17.3,36,200,FDP-PRD,Freisinnig-Demokratische Partei der Schweiz – Parti Radical-Democratique Suisse,Radical Democratic Party,6.324926984240435,40,206,427,198,26
CHE,Switzerland,parliament,2003-10-19,14.4,28,200,CVP-PDC,Christlichdemokratische Volkspartei – Parti démocrate-chrétien,Conservative Peoples Party,4.728801253246283,40,206,427,198,531
CHE,Switzerland,parliament,2003-10-19,7.4,13,200,Grue,Grüne – Écologiste,Greens,1.6885965748837104,40,206,427,198,141
CHE,Switzerland,parliament,2003-10-19,2.2,4,200,LPS,Liberale Partei der Schweiz – Parti liberal suisse,Liberal Party of Switzerland,7.2961191768534714,40,206,427,198,458
CHE,Switzerland,parliament,2003-10-19,2.3,3,200,EVP-PEP,Evangelische Volkspartei der Schweiz – Parti Populaire Evangelique Suisse,Protestant Peoples Party,4.924811814960684,40,206,427,198,602
CHE,Switzerland,parliament,2003-10-19,0.7,2,200,PdA,Partei der Arbeit der Schweiz,Swiss Party of Labour,0.5263157894736842,40,206,427,198,1167
CHE,Switzerland,parliament,2003-10-19,1.3,2,200,EDU-UDF,Eidgenössisch-Demokratische Union – Union Démocratique Fédérale,Federal Democratic Union of Switzerland,8.65789513838921,40,206,427,198,1318
CHE,Switzerland,parliament,2003-10-19,0.4,1,200,CsP-PCS,Christlich-soziale Partei – Parti chrétien-social,Christian Social Party,,40,206,427,198,1012
CHE,Switzerland,parliament,2003-10-19,1.0,1,200,NA-AN,Nationale Aktion gegen die Überfremdung von Volk und Heimat – Action Nationale contre l'Emprise et la Surpopulation Etrangere,National Action against Foreign Domination,9.424724578857422,40,206,427,198,628
CHE,Switzerland,parliament,2003-10-19,0.5,1,200,S,solidaritéS,Solidarity,,40,206,427,198,1226
CHE,Switzerland,parliament,2003-10-19,0.4,1,200,LdT,Lega dei Ticinesi,Ticino League,,40,206,427,198,1500
CHE,Switzerland,parliament,2003-10-19,0.5,1,200,FraP,Frauen macht Politik,Feminist Green Alternative,,40,206,427,198,569
CHE,Switzerland,parliament,2003-10-19,0.2,0,200,FPS,Freiheitspartei der Schweiz,Freedom Party of Switzerland,8.055555555555555,40,206,427,198,1602
CHE,Switzerland,parliament,2007-10-21,28.9,62,200,SVP-UDC,Schweizerische Volkspartei – Union Démocratique du Centre,Swiss People's Party,7.357456140350877,40,310,206,855,750
CHE,Switzerland,parliament,2007-10-21,19.5,43,200,SP-PS,Sozialdemokratische Partei der Schweiz – Parti Socialiste Suisse,Social Democratic Party of Switzerland,1.8318713868570597,40,310,206,855,35
CHE,Switzerland,parliament,2007-10-21,14.5,31,200,CVP-PDC,Christlichdemokratische Volkspartei – Parti démocrate-chrétien,Conservative Peoples Party,4.728801253246283,40,310,206,855,531
CHE,Switzerland,parliament,2007-10-21,15.8,31,200,FDP-PRD,Freisinnig-Demokratische Partei der Schweiz – Parti Radical-Democratique Suisse,Radical Democratic Party,6.324926984240435,40,310,206,855,26
CHE,Switzerland,parliament,2007-10-21,9.6,20,200,Grue,Grüne – Écologiste,Greens,1.6885965748837104,40,310,206,855,141
CHE,Switzerland,parliament,2007-10-21,1.9,4,200,LPS,Liberale Partei der Schweiz – Parti liberal suisse,Liberal Party of Switzerland,7.2961191768534714,40,310,206,855,458
CHE,Switzerland,parliament,2007-10-21,1.4,3,200,GPL-PVL,Grünliberale Partei der Schweiz – Parti Vert-Libéral,Green Liberal Party,,40,310,206,855,308
CHE,Switzerland,parliament,2007-10-21,2.4,2,200,EVP-PEP,Evangelische Volkspartei der Schweiz – Parti Populaire Evangelique Suisse,Protestant Peoples Party,4.924811814960684,40,310,206,855,602
CHE,Switzerland,parliament,2007-10-21,0.6,1,200,LdT,Lega dei Ticinesi,Ticino League,,40,310,206,855,1500
CHE,Switzerland,parliament,2007-10-21,1.3,1,200,EDU-UDF,Eidgenössisch-Demokratische Union – Union Démocratique Fédérale,Federal Democratic Union of Switzerland,8.65789513838921,40,310,206,855,1318
CHE,Switzerland,parliament,2007-10-21,0.4,1,200,CsP-PCS,Christlich-soziale Partei – Parti chrétien-social,Christian Social Party,,40,310,206,855,1012
CHE,Switzerland,parliament,2007-10-21,0.7,1,200,PdA,Partei der Arbeit der Schweiz,Swiss Party of Labour,0.5263157894736842,40,310,206,855,1167
CHE,Switzerland,parliament,2007-10-21,0.5,0,200,NA-AN,Nationale Aktion gegen die Überfremdung von Volk und Heimat – Action Nationale contre l'Emprise et la Surpopulation Etrangere,National Action against Foreign Domination,9.424724578857422,40,310,206,855,628
CHE,Switzerland,parliament,2011-10-23,26.56,54,200,SVP-UDC,Schweizerische Volkspartei – Union Démocratique du Centre,Swiss People's Party,7.357456140350877,40,779,310,903,750
CHE,Switzerland,parliament,2011-10-23,18.72,46,200,SP-PS,Sozialdemokratische Partei der Schweiz – Parti Socialiste Suisse,Social Democratic Party of Switzerland,1.8318713868570597,40,779,310,903,35
CHE,Switzerland,parliament,2011-10-23,15.1,30,200,FDP,FDP.Die Liberalen,FDP.The Liberals,,40,779,310,903,1991
CHE,Switzerland,parliament,2011-10-23,12.3,28,200,CVP-PDC,Christlichdemokratische Volkspartei – Parti démocrate-chrétien,Conservative Peoples Party,4.728801253246283,40,779,310,903,531
CHE,Switzerland,parliament,2011-10-23,8.43,15,200,Grue,Grüne – Écologiste,Greens,1.6885965748837104,40,779,310,903,141
CHE,Switzerland,parliament,2011-10-23,5.38,12,200,GPL-PVL,Grünliberale Partei der Schweiz – Parti Vert-Libéral,Green Liberal Party,,40,779,310,903,308
CHE,Switzerland,parliament,2011-10-23,5.42,9,200,BDP,Bürgerlich-Demokratische Partei (BDP) Graubünden,Conservative Democratic Party of Switzerland,,40,779,310,903,1213
CHE,Switzerland,parliament,2011-10-23,2.0,2,200,EVP-PEP,Evangelische Volkspartei der Schweiz – Parti Populaire Evangelique Suisse,Protestant Peoples Party,4.924811814960684,40,779,310,903,602
CHE,Switzerland,parliament,2011-10-23,0.8,2,200,LdT,Lega dei Ticinesi,Ticino League,,40,779,310,903,1500
CHE,Switzerland,parliament,2011-10-23,0.44,1,200,MCG,Mouvement citoyens genevois,Geneva Citizens' Movement,,40,779,310,903,1992
CHE,Switzerland,parliament,2011-10-23,0.36,1,200,CSP-OW,Christlichsoziale Partei Obwalden,Christian Social Party Obwalden,,40,779,310,903,1996
CHE,Switzerland,parliament,2011-10-23,1.27,0,200,EDU-UDF,Eidgenössisch-Demokratische Union – Union Démocratique Fédérale,Federal Democratic Union of Switzerland,8.65789513838921,40,779,310,903,1318
CYP,Cyprus,parliament,1976-09-05,,21,35,DIKO,Dimokratikó Kómma,Democratic Party,5.131578947368421,51,528,,,851
CYP,Cyprus,parliament,1976-09-05,,9,35,AKEL,Anorthotikó Kómma Ergazómenou Laoú,Progressive Party of Working People,1.0526315789473684,51,528,,,572
CYP,Cyprus,parliament,1976-09-05,,4,35,EDEK,Kinima Sosialdimokraton EDEK,Movement for Social Democracy EDEK,3.289473684210526,51,528,,,945
CYP,Cyprus,parliament,1976-09-05,1.2,1,35,none,no party affiliation,no party affiliation,,51,528,,,534
CYP,Cyprus,parliament,1976-09-05,27.6,0,35,DISY,Dimokratikós Sinayermós,Democratic Rally,8.68421052631579,51,528,,,1575
CYP,Cyprus,parliament,1976-09-05,71.2,,35,A/D/E,AKEL/DIKO/EDEK,AKEL/DIKO/EDEK,,51,528,,,1775
CYP,Cyprus,parliament,1981-05-24,32.77,12,35,AKEL,Anorthotikó Kómma Ergazómenou Laoú,Progressive Party of Working People,1.0526315789473684,51,70,528,210,572
CYP,Cyprus,parliament,1981-05-24,31.92,12,35,DISY,Dimokratikós Sinayermós,Democratic Rally,8.68421052631579,51,70,528,210,1575
CYP,Cyprus,parliament,1981-05-24,19.5,8,35,DIKO,Dimokratikó Kómma,Democratic Party,5.131578947368421,51,70,528,210,851
CYP,Cyprus,parliament,1981-05-24,8.17,3,35,EDEK,Kinima Sosialdimokraton EDEK,Movement for Social Democracy EDEK,3.289473684210526,51,70,528,210,945
CYP,Cyprus,parliament,1981-05-24,2.8,0,35,PAME,Pankyprio Agonistiko Metopo,Pancypriot Militant Front,,51,70,528,210,1776
CYP,Cyprus,parliament,1981-05-24,2.7,0,35,EK,Enosi Kentrou,Union Center,,51,70,528,210,1777
CYP,Cyprus,parliament,1981-05-24,1.9,0,35,NEDEPA,Nea Demokratiki Parataxi,New Democratic Front,,51,70,528,210,1778
CYP,Cyprus,parliament,1985-12-08,33.56,19,56,DISY,Dimokratikós Sinayermós,Democratic Rally,8.68421052631579,51,127,70,313,1575
CYP,Cyprus,parliament,1985-12-08,27.65,16,56,DIKO,Dimokratikó Kómma,Democratic Party,5.131578947368421,51,127,70,313,851
CYP,Cyprus,parliament,1985-12-08,27.43,15,56,AKEL,Anorthotikó Kómma Ergazómenou Laoú,Progressive Party of Working People,1.0526315789473684,51,127,70,313,572
CYP,Cyprus,parliament,1985-12-08,11.07,6,56,EDEK,Kinima Sosialdimokraton EDEK,Movement for Social Democracy EDEK,3.289473684210526,51,127,70,313,945
CYP,Cyprus,parliament,1991-05-19,35.8,20,56,DISY,Dimokratikós Sinayermós,Democratic Rally,8.68421052631579,51,342,127,784,1575
CYP,Cyprus,parliament,1991-05-19,30.6,18,56,AKEL,Anorthotikó Kómma Ergazómenou Laoú,Progressive Party of Working People,1.0526315789473684,51,342,127,784,572
CYP,Cyprus,parliament,1991-05-19,19.6,11,56,DIKO,Dimokratikó Kómma,Democratic Party,5.131578947368421,51,342,127,784,851
CYP,Cyprus,parliament,1991-05-19,10.9,7,56,EDEK,Kinima Sosialdimokraton EDEK,Movement for Social Democracy EDEK,3.289473684210526,51,342,127,784,945
CYP,Cyprus,parliament,1991-05-19,2.4,0,56,ADISOK,Anorthotiko Dimokratiko Sosialistiko Kinima,Democratic Socialist Renewal Movement,,51,342,127,784,1779
CYP,Cyprus,parliament,1996-05-26,34.5,20,56,DISY,Dimokratikós Sinayermós,Democratic Rally,8.68421052631579,51,330,342,645,1575
CYP,Cyprus,parliament,1996-05-26,33.0,19,56,AKEL,Anorthotikó Kómma Ergazómenou Laoú,Progressive Party of Working People,1.0526315789473684,51,330,342,645,572
CYP,Cyprus,parliament,1996-05-26,16.4,10,56,DIKO,Dimokratikó Kómma,Democratic Party,5.131578947368421,51,330,342,645,851
CYP,Cyprus,parliament,1996-05-26,8.1,5,56,EDEK,Kinima Sosialdimokraton EDEK,Movement for Social Democracy EDEK,3.289473684210526,51,330,342,645,945
CYP,Cyprus,parliament,1996-05-26,3.7,2,56,ED,Enomeni Dimokrates,Free Democrats Movement,7.105263157894737,51,330,342,645,1523
CYP,Cyprus,parliament,1996-05-26,1.7,0,56,NO,Neoi Orizontes,New Horizons,9.342105263157896,51,330,342,645,6
CYP,Cyprus,parliament,1996-05-26,1.4,0,56,ADISOK,Anorthotiko Dimokratiko Sosialistiko Kinima,Democratic Socialist Renewal Movement,,51,330,342,645,1779
CYP,Cyprus,parliament,1996-05-26,1.0,0,56,KOP,Kinima Oikologoi Perivallontistoi,Ecological and Environmental Movement,5.7894736842105265,51,330,342,645,1621
CYP,Cyprus,parliament,2001-05-27,34.7,20,56,AKEL,Anorthotikó Kómma Ergazómenou Laoú,Progressive Party of Working People,1.0526315789473684,51,339,330,731,572
CYP,Cyprus,parliament,2001-05-27,34.0,19,56,DISY,Dimokratikós Sinayermós,Democratic Rally,8.68421052631579,51,339,330,731,1575
CYP,Cyprus,parliament,2001-05-27,14.8,9,56,DIKO,Dimokratikó Kómma,Democratic Party,5.131578947368421,51,339,330,731,851
CYP,Cyprus,parliament,2001-05-27,6.5,4,56,EDEK,Kinima Sosialdimokraton EDEK,Movement for Social Democracy EDEK,3.289473684210526,51,339,330,731,945
CYP,Cyprus,parliament,2001-05-27,2.2,1,56,ADK,Agonistiko Dimokratiko Kinima,Fighting Democratic Movement,7.7631578947368425,51,339,330,731,1049
