id,country_id,start_date,name,caretaker,wikipedia,data_source,description,comment,previous_cabinet_id,previous_parliament_election_id,previous_ep_election_id,old_countryID,old_cabID
185,1,2006-02-08,Dzurinda III,0,http://en.wikipedia.org/wiki/Mikul%C3%A1%C5%A1_Dzurinda,mue-rom,,,547,218,124,703,20060
187,60,2002-12-19,Rop I,0,http://en.wikipedia.org/wiki/Anton_Rop,"ejpr, mue-rom",,,505,525,,705,20020
188,39,2004-09-29,Gyuresany I,0,http://en.wikipedia.org/wiki/Ferenc_Gyurcs%C3%A1ny,mue-rom,,,302,463,224,348,20040
189,21,1994-09-27,Rasmussen N II,0,http://en.wikipedia.org/wiki/Cabinet_of_Poul_Nyrup_Rasmussen_II,reuters,"Cabinet was presented on 27 September 1994.
Socialist Peoples Party (SF) and Red-Green Alliance (Enh) agreed to support the cabinet.
Cabinet ended on 30 December 1996 when the Centre Democrats (CD) withdrew from the coalition.",,740,89,434,208,19940
190,41,2000-04-13,Simitis III,0,,,,,33,475,482,300,20000
191,43,1947-10-22,Ramadier II,0,http://fr.wikipedia.org/wiki/Gouvernement_Paul_Ramadier_(2),w,,,330,75,,250,19471
192,54,1953-10-20,Adenauer II,0,http://de.wikipedia.org/wiki/Kabinett_Adenauer_II,wid,Cabinet ended on 15 July 1955 when German Bloc (GB/BHE) ministers joined Christian Democrats (CDU) party group.,,147,103,,276,19530
193,64,1999-07-12,Verhofstadt I,0,http://en.wikipedia.org/wiki/Verhofstadt_I_Government,,,,95,2,624,56,19990
194,74,2000-06-07,Buzek II,0,http://en.wikipedia.org/wiki/Jerzy_Buzek,mue-rom,,,517,477,,616,20000
195,21,1984-01-10,Schluter II,0,http://da.wikipedia.org/wiki/Regeringen_Poul_Schl%C3%BCter_I,"mueller, nyt",Government ended with elections on 8 September 1987 and resigned a day later.,,819,597,271,208,19840
196,7,1999-08-07,Juncker II,0,http://en.wikipedia.org/wiki/Juncker-Polfer_Ministry,,,,621,299,505,442,19990
197,43,1958-06-01,de Gaulle III,1,http://fr.wikipedia.org/wiki/Gouvernement_Charles_de_Gaulle_(3),w,,,594,312,,250,19581
198,40,1999-12-15,Bundesrat 1999,0,,swiss,,,38,427,,756,19990
199,43,1992-04-02,Beregovoy I,0,http://fr.wikipedia.org/wiki/Historique_des_gouvernements_de_la_France,,,,229,643,360,250,19920
200,67,1951-09-20,Kekkonen III,0,http://en.wikipedia.org/wiki/Urho_Kekkonen,valt,,,639,575,,246,19511
201,55,1994-09-15,Gailis,0,http://en.wikipedia.org/wiki/Maris_Gailis,mue-rom,,,434,564,,428,19940
202,26,1991-04-13,Andreotti VII,0,http://it.wikipedia.org/wiki/Governo_Andreotti_VII,reuters,"PM Andreotti formed a new cabinet with all former coalition partners and presented it to President Cossiga on 12 April 1991. The cabinet was appointed the following day but the Republican Party (PRI) pulled out after a row over cabinet posts. It won a confidence vote (yes: 339, no: 207 [lower house]; yes: 177, no: 104 [upper house]) on 29 April.",,460,17,280,380,19910
203,67,1968-03-22,Koivisto I,0,http://en.wikipedia.org/wiki/Mauno_Koivisto,valt,,,339,460,,246,19680
204,64,1945-08-02,Van Acker II,0,http://en.wikipedia.org/wiki/Achille_Van_Acker,,,,808,,,56,19451
205,27,1977-07-04,Suarez I,0,,,,"Minority government with various supporting parties (Hopkin 2005, 389),",,42,,724,19770
206,67,1994-06-26,Aho II,0,http://en.wikipedia.org/wiki/Esko_Aho,valt,,,831,602,,246,19940
207,35,1956-09-26,Erlander V,0,http://sv.wikipedia.org/wiki/Regeringen_Erlander_II,"mueller, nyt",Cabinet remained in office after elections on 26 September 1956 and resigned on 26 October 1957 following the withdrawal of the Centre Party from the coalition four days earlier.,,781,450,,752,19560
208,35,1958-06-01,Erlander VII,0,http://sv.wikipedia.org/wiki/Regeringen_Erlander_III,mueller,,,380,251,,752,19580
209,43,1957-06-13,Bourges-Maunoury,0,http://fr.wikipedia.org/wiki/Historique_des_gouvernements_de_la_France,,,,591,312,,250,19570
210,51,1978-03-08,Kyprianou II,0,http://en.wikipedia.org/wiki/Spyros_Kyprianou,keesings,Cabinet was presented on 8 March 1978 following the re-election of President Kyprianou on 28 February.,,166,528,,196,19780
211,5,2000-04-05,Mori I,0,,ejpr,,,665,628,,392,20000
212,11,1999-12-09,Clark I,0,http://en.wikipedia.org/wiki/Fifth_Labour_Government_of_New_Zealand,"ejpr, w",confidence and supply from the Greens,,388,451,,554,19990
213,5,1990-02-28,Kaifu II,0,,,,,106,25,,392,19900
214,26,1998-10-21,D'Alema I,0,http://it.wikipedia.org/wiki/Governo_D%27Alema_I,"reuters, afp","PM D'Alema and his cabinet were appointed on 21 October 1998 and won a confidence vote in parliament (yes: 333, no: 281 [lower house]) on 23 October and in the Senate (yes: 188, no: 116 [upper house]) on 27 October (Reuters).
He resigned on 18 December 1999 after Republicans (UDR) and Socialists (SDI) called for his resignation (AFP).",,276,551,326,380,19980
215,37,1989-07-12,Haughey IV,0,,,,,77,590,46,372,19890
216,44,1970-06-19,Heath,0,http://en.wikipedia.org/wiki/Conservative_Government_1970-1974,bpf,,,733,311,,826,19700
217,37,1965-04-21,Lemass III,0,http://en.wikipedia.org/wiki/Government_of_the_18th_D%C3%A1il,,,,667,323,,372,19650
218,21,1955-02-01,Hansen I,0,http://da.wikipedia.org/wiki/Regeringen_H.C._Hansen_I,mueller,,,879,630,,208,19550
219,35,1969-10-14,Palme I,0,http://sv.wikipedia.org/wiki/Regeringen_Palme_I,mueller,,,821,655,,752,19690
220,35,1988-09-18,Carlsson II,0,http://sv.wikipedia.org/wiki/Regeringen_Carlsson_II,"mueller, nyt","Minority cabinet was supported by either Liberals (FP) or Communists (VK). PM Carlsson threatened to resign if the parliament would not support an economic rescue bill. He lost the vote (yes: 153, no: 190, absent: 6) and resigned on 15 February 1990.",,478,428,,752,19880
221,9,1955-01-22,Gerhardsen IV,0,http://en.wikipedia.org/wiki/Einar_Gerhardsen,mueller,,,545,167,,578,19550
222,7,1994-07-13,Santer III,0,http://lb.wikipedia.org/wiki/Regierung_Santer-Poos_III,,,,418,306,594,442,19940
224,41,2009-10-06,Papandreou G,0,http://en.wikipedia.org/wiki/George_Papandreou_%28junior%29,"ejpr, afp, reuters",PM Papandreou announced his resignation on 6 November 2011 following an economic crisis. He submitted his resignation on 9 November after finding an agreement with opposition parties about a national unity government.,,581,651,264,300,20090
225,64,1977-06-03,Tindemans IV,0,http://en.wikipedia.org/wiki/Leo_Tindemans,"mueller, nyt",,,451,420,,56,19771
226,74,1993-10-26,Pawlak II,0,http://en.wikipedia.org/wiki/Waldemar_Pawlak,mue-rom,,,730,268,,616,19931
227,5,1978-12-07,Ohira I,0,http://en.wikipedia.org/wiki/Masayoshi_Ohira,,,,337,53,,392,19780
228,55,2004-12-02,Kalvitis I,0,http://en.wikipedia.org/wiki/Aigars_Kalv%C4%ABtis,mue-rom,,,153,260,145,428,20041
229,43,1991-05-15,Cresson,0,http://fr.wikipedia.org/wiki/Historique_des_gouvernements_de_la_France,,,,712,643,360,250,19910
230,67,1959-01-13,Sukselainen III,0,http://fi.wikipedia.org/wiki/Sukselaisen_II_hallitus,"nyt, valt",Sukselainen resigned on 29 June 1961 following his conviction for administrative irregularities in the State Pensions Institution.,,552,616,,246,19590
231,8,1971-06-07,Biesheuvel I,0,http://en.wikipedia.org/wiki/Netherlands_cabinet_Biesheuvel-1,,,,172,125,,528,19710
232,67,1953-07-09,Kekkonen IV,0,http://en.wikipedia.org/wiki/Urho_Kekkonen,"nyt, valt",PM Kekkonen resigned on 4 November after losing a vote of confidence on a state grant for housing.,,200,575,,246,19530
233,64,1978-10-20,Vanden Boeynants II,1,http://en.wikipedia.org/wiki/Paul_Vanden_Boeynants,"mueller, nyt",,Caretaker cabinet remains in office for more than three months before and after the election (17 December 1978) but continuation caretaker cabinets are only coded ones.,225,420,,56,19780
234,33,2004-10-26,Howard IV,0,http://en.wikipedia.org/wiki/Fourth_Howard_Ministry,aph-11,,,812,762,,36,20040
235,55,1995-12-21,Skele I,0,http://en.wikipedia.org/wiki/Andris_Skele,rferl,,,201,534,,428,19950
237,44,1959-10-14,Macmillan II,0,http://en.wikipedia.org/wiki/Conservative_Government_1957-1964,,,,404,161,,826,19590
238,27,1982-12-02,Gonzalez I,0,,,,,406,85,,724,19820
239,26,2000-04-28,Amato II,0,http://it.wikipedia.org/wiki/Governo_Amato_II,ejpr,,,522,551,363,380,20000
240,43,1988-05-10,Rocard I,0,http://fr.wikipedia.org/wiki/Historique_des_gouvernements_de_la_France,,,,290,623,415,250,19880
241,5,1960-07-19,Ikeda I,0,,,,,780,645,,392,19600
242,5,1982-11-27,Nakasone I,0,,,,,180,113,,392,19820
243,8,1951-03-15,Drees II,0,http://en.wikipedia.org/wiki/Netherlands_cabinet_Drees-2,,,,128,497,,528,19510
244,43,1995-05-17,Juppe I,0,http://fr.wikipedia.org/wiki/Historique_des_gouvernements_de_la_France,,,,318,664,680,250,19950
245,26,1978-03-11,Andreotti IV,0,http://it.wikipedia.org/wiki/Governo_Andreotti_IV,mueller,,,140,502,,380,19780
246,56,2006-06-15,Haarde I,0,http://en.wikipedia.org/wiki/Geir_Haarde,ejpr,,,555,178,,352,20060
248,21,1977-02-15,Jorgensen III,0,http://da.wikipedia.org/wiki/Regeringen_Anker_J%C3%B8rgensen_II,mueller,,,50,409,,208,19770
249,29,1957-06-21,Diefenbaker I,0,,nyt,,Diefenbaker dissolved parliament on 2 February 1958 to gain new mandate,327,562,,124,19570
250,26,1955-07-22,Segni I,0,http://it.wikipedia.org/wiki/Governo_Segni_I,mueller,,,796,642,,380,19550
251,11,2008-11-19,Key I,0,http://en.wikipedia.org/wiki/Fifth_National_Government_of_New_Zealand,,"confidence and supply agreements with ACT New Zealand, Māori Party and United Future",,427,660,,554,20080
252,54,1974-05-16,Schmidt I,0,http://de.wikipedia.org/wiki/Kabinett_Schmidt_I,,,,871,95,,276,19740
253,5,1991-11-05,Miyazawa,0,,"afp, reuters","Miyazawa lost a confidence vote (yes: 220, no: 255) on 18 June 1993 and dissolved parliament.
Cabinet resigned on 5 August 1993.",,213,25,,392,19910
254,56,1967-06-11,Benediktsson II,0,http://en.wikipedia.org/wiki/Bjarni_Benediktsson,"indridason, nyt",PM Benediktsson died in a fire on 10 July 1970.,,553,318,,352,19670
255,21,1996-12-30,Rasmussen N III,0,http://en.wikipedia.org/wiki/Cabinet_of_Poul_Nyrup_Rasmussen_III,reuters,"Cabinet continued on 30 December 1996 after a change in party composition.
Centre Democrats (CD), Socialist Peoples Party (SF) and Red-Green Alliance (Enh) supported the cabinet.
Cabinet ended with an early election on 11 March 1998.",,189,89,434,208,19960
256,26,2001-06-11,Berlusconi II,0,http://it.wikipedia.org/wiki/Governo_Berlusconi_II,ejpr,,,239,498,363,380,20010
257,59,2003-02-28,Schuessel III,0,http://de.wikipedia.org/wiki/Bundesregierung_Sch%C3%BCssel_II,afp,"Cabinet was appointed on 28 February 2003.
Cabinet ended on 4 April 2005 after ministers of the Freedom Party (FPO) formed a new party.",,889,365,16,40,20030
258,8,1981-09-11,Van Agt II,0,http://en.wikipedia.org/wiki/Netherlands_cabinet_Van_Agt-2,,,,563,81,23,528,19810
259,11,1981-12-11,Muldoon III,0,,,,,669,513,,554,19810
260,68,2007-01-09,Topolanek II,0,http://en.wikipedia.org/wiki/Mirek_Topol%C3%A1nek%27s_Second_Cabinet,"reuters, ap","PM Topolanek was appointed on 9 January 2007 and cabinet won an investiture vote (yes: 100, no: 97) on 19 January.
Cabinet lost a confidence vote (yes: 96, no: 101) on 24 March 2009 following political infighting and PM Topolanek resigned two days later.",,600,50,567,203,20070
261,33,1966-01-26,Holt I,0,http://en.wikipedia.org/wiki/First_Holt_Ministry,hug-77,,,786,741,,36,19660
262,68,1990-06-29,Pithart,0,http://en.wikipedia.org/wiki/Petr_Pithart,,,,,63,,203,19900
263,43,1948-07-26,Marie,0,http://fr.wikipedia.org/wiki/Gouvernement_Andr%C3%A9_Marie,w,,,753,75,,250,19480
264,64,2008-03-20,Leterme I,0,http://en.wikipedia.org/wiki/Leterme_I_Government,"reuters, dw","Leterme was appointed on 20 March 2008 (Reuters) and won an investiture vote (yes: 97, no: 48, abstain: 1) three days later (Deutsche Welle).
Leterme offered to resign on 14 July 2008 after failing to find support for strengthening regional autonomy. The request was rejected by the king three days later (Reuters). The New Flemish Alliance (NVA) withdrew from the coalition over the issue on 21 September 2008. 
The whole cabinet offered its resignation on 19 December 2008 following allegations of exerting pressure on courts over bank bailout cases. The resignation was accepted by the king on 22 December 2008 (Reuters).",Cabinet ends with withdrawal of the N-VA on 21 September 2008 and requests to resign on 19 December. Coded as one observation due to three month coding rule.,441,401,656,56,20080
265,63,1995-10-28,Guterres I,0,,,,,282,216,14,620,19950
266,64,1980-05-18,Martens III,0,http://en.wikipedia.org/wiki/Wilfried_Martens,mueller,,,278,663,442,56,19801
267,15,1991-01-10,Simenas,0,http://en.wikipedia.org/wiki/Albertas_Simenas,,,,584,462,,440,19910
268,59,2008-12-02,Faymann,0,http://de.wikipedia.org/wiki/Bundesregierung_Faymann,reuters,Parties agreed to form a coalition on 23 November 2008 and cabinet was appointed on 2 December.,,583,607,45,40,20080
269,1,2006-07-04,Fico I,0,http://en.wikipedia.org/wiki/Robert_Fico,,,,185,192,124,703,20061
270,8,1982-11-04,Lubbers I,0,http://en.wikipedia.org/wiki/Netherlands_cabinet_Lubbers-1,,,,6,116,23,528,19821
271,75,1996-12-01,Vahi III,0,http://en.wikipedia.org/wiki/Tiit_V%C3%A4hi,mue-rom,,,530,600,,233,19960
272,56,1971-07-14,Johannesson I,0,http://en.wikipedia.org/wiki/%C3%93lafur_J%C3%B3hannesson,indridason,,,321,225,,352,19710
273,44,1979-05-04,Thatcher I,0,http://en.wikipedia.org/wiki/Conservative_Government_1979-1983,bpf,,,590,243,,826,19790
274,75,2005-04-13,Ansip I,0,http://de.wikipedia.org/wiki/Kabinett_Ansip_I_(Estland),mue-rom,,,138,423,130,233,20050
275,21,1981-12-30,Jorgensen VI,0,http://da.wikipedia.org/wiki/Regeringen_Anker_J%C3%B8rgensen_V,mueller,,,379,179,271,208,19810
276,26,1996-05-18,Prodi I,0,http://it.wikipedia.org/wiki/Governo_Prodi_I,reuters,"PM Prodi and his cabinet were appointed 18 May 1996 and won a confidence vote in the Senate (yes: 173, no 139 [upper house]) on 24 May and in parliament (yes: 322, no: 299 [lower house]) on 31 May.
Minority cabinet was supported by the Communist Refoundation (PRC) and fell when the party withdrew its support over proposed budget cuts. PM Prodi lost a confidence vote (yes: 313, no: 312) and resigned on 9 October 1998.",,991,551,326,380,19960
277,67,2007-04-19,Vanhanen II,0,http://en.wikipedia.org/wiki/Matti_Vanhanen%27s_second_cabinet,"afp, reuters, valt","Cabinet was appointed on 19 April 2007 (Reuters).
PM Vanhanen announced in December 2008 that he would end his second term early and resigned on 18 June 2010 (AFP).",,759,314,198,246,20070
278,64,1980-01-23,Martens II,0,http://en.wikipedia.org/wiki/Wilfried_Martens,mueller,,,521,663,442,56,19800
279,56,1987-07-08,Palsson,0,http://en.wikipedia.org/wiki/%C3%9Eorsteinn_P%C3%A1lsson,indridason,Cabinet resigned on 17 September 1988 (Indridason) in disagreement over economic policy (AP).,,393,673,,352,19870
280,26,1957-05-19,Zoli,0,http://it.wikipedia.org/wiki/Governo_Zoli,mueller,,,250,642,,380,19570
281,41,1996-01-22,Simitis I,0,,,,,74,654,613,300,19960
282,63,1991-10-31,Silva III,0,,,,,718,90,504,620,19910
283,5,1987-11-06,Takeshita,0,,,,,146,506,,392,19870
284,9,1965-10-12,Borten I,0,http://en.wikipedia.org/wiki/Per_Borten,mueller,,,510,517,,578,19650
285,11,1975-12-12,Muldoon I,0,,,,,413,459,,554,19750
286,54,1987-03-11,Kohl III,0,http://de.wikipedia.org/wiki/Kabinett_Kohl_III,,,,346,588,610,276,19870
287,15,2004-12-15,Brazauskas II,0,http://en.wikipedia.org/wiki/Algirdas_Brazauskas,mue-rom,,,405,214,539,440,20040
288,33,1961-12-22,Menzies IX,0,http://en.wikipedia.org/wiki/Ninth_Menzies_Ministry,hug-68,,,627,740,,36,19610
289,51,2008-02-28,Christofias I,0,http://en.wikipedia.org/wiki/Dimitris_Christofias,"afp, cymail","President Christofias was sworn in on 28 February 2008 and his cabinet was appointed the following day (AFP).
Cabinet ends with the resignation of Movement for Social Democracy (EDEK) ministers on 1 March 2010 (Cyprus Mail).",,909,556,397,196,20080
290,43,1986-03-20,Chirac II,0,http://fr.wikipedia.org/wiki/Historique_des_gouvernements_de_la_France,,,,843,623,415,250,19860
291,8,1972-08-09,Biesheuvel II,1,http://en.wikipedia.org/wiki/Netherlands_cabinet_Biesheuvel-2,,,,231,125,,528,19720
292,60,2004-04-08,Rop II,0,http://en.wikipedia.org/wiki/Anton_Rop,mue-rom,,,187,525,,705,20040
293,26,1986-08-01,Craxi II,0,http://it.wikipedia.org/wiki/Governo_Craxi_II,nyt,,,334,617,458,380,19860
294,59,1994-11-29,Vranitzky IV,0,http://de.wikipedia.org/wiki/Bundesregierung_Vranitzky_IV,"mueller, afp","Cabinet was appointed on 29 November 1994.
On 13 October 1995, coalition parties agreed to call an early election after disagreement over the 1996 budget. 
Cabinet ended with an early election on 17 December 1995 and resigned two days later.",,524,66,,40,19940
295,72,1971-06-21,Mintoff I,0,,,,,681,8,,470,19710
296,35,1985-09-15,Palme V,0,http://sv.wikipedia.org/wiki/Regeringen_Palme_II,nyt,PM Olof Palme was assassinated on 28 February 1986 and Ingvar Carlsson became acting Prime Minister.,,647,48,,752,19850
297,44,1987-06-11,Thatcher III,0,http://en.wikipedia.org/wiki/Conservative_Government_1987-1990,,,,646,490,222,826,19870
298,72,2004-03-23,Gonzi I,0,http://en.wikipedia.org/wiki/Lawrence_Gonzi,ejpr,,,160,509,,470,20040
299,72,1996-10-28,Sant,0,,reuters,"In November 1997 MP Dom Mintoff, a former PM, withdrew from supporting the government in several votes but vowed not to bring it down. Further divisions led to a lost vote of confidence (yes: 34, no: 35) on 7 July 1998 and early electons were announced on 3 August.",,881,483,,470,19960
300,9,2001-10-19,Bondevik II,0,http://en.wikipedia.org/wiki/Second_cabinet_Bondevik,ejpr,,,333,328,,578,20010
301,56,1988-09-28,Hermannsson II,0,http://en.wikipedia.org/wiki/Steingr%C3%ADmur_Hermannsson,"ap, indridason",Government took office on 28 September 1988 (AP).,,279,673,,352,19880
302,39,2002-05-27,Medgyessy,0,http://en.wikipedia.org/wiki/Medgyessy,"bbc, mue-rom, nyt, nzz",Medgyessy resigned on 19 August 2004 following a conflict with the liberal coalition partner.,,827,463,,348,20020
303,75,1997-03-14,Siimann,0,http://en.wikipedia.org/wiki/Mart_Siimann,mue-rom,,,271,600,,233,19970
304,15,2000-10-26,Paksas II,0,http://en.wikipedia.org/wiki/Rolandas_Paksas,mue-rom,,,735,59,,440,20000
305,67,1944-09-21,Castren,0,http://fi.wikipedia.org/wiki/U._Castr%C3%A9nin_hallitus,valt,,,,297,,246,19441
306,43,2007-06-18,Fillon II,0,http://fr.wikipedia.org/wiki/Gouvernement_Fran%C3%A7ois_Fillon_(2),ejpr,PM Fillion was appointed by President Sarkozy on 18 June 2007 and the cabinet was appointment a day later.,,807,171,160,250,20071
307,11,1989-08-08,Palmer,0,,,,,611,322,,554,19890
308,29,2004-07-20,Martin II,0,http://en.wikipedia.org/wiki/Twenty-Seventh_Canadian_Ministry,parline,Minority support by New Democratic Party.,,103,240,,124,20040
309,27,2000-04-26,Aznar II,0,,,,,370,687,585,724,20000
310,9,1985-09-08,Willoch III,0,http://en.wikipedia.org/wiki/K%C3%A5re_Willoch,"nyt, reg-no","Cabinet depended on support of the Progress Party.
It lost a confidence vote (yes: 78, no 79) over a gas tax bill on 30 April 1986 and resigned on 9 May 1986.",,181,207,,578,19850
311,64,1965-07-27,Harmel,0,http://en.wikipedia.org/wiki/Pierre_Harmel,mueller,,,613,150,,56,19650
312,74,2005-10-31,Marcinkiewicz I,0,http://en.wikipedia.org/wiki/Kazimierz_Marcinkiewicz,mue-rom,,,322,188,199,616,20050
313,51,1983-02-28,Kyprianou IV,0,http://en.wikipedia.org/wiki/Spyros_Kyprianou,"nyt, w",,,914,70,,196,19830
314,1,1989-12-12,Cic,0,,,,,,,,703,19890
315,37,1973-03-14,Cosgrave L,0,http://en.wikipedia.org/wiki/Government_of_the_20th_D%C3%A1il,,,,863,283,,372,19730
316,21,2005-02-18,Rasmussen F II,0,http://en.wikipedia.org/wiki/Cabinet_of_Anders_Fogh_Rasmussen_II,ejpr,,plus 1MP from Greenland,482,563,168,208,20050
317,26,1974-03-14,Rumor V,0,http://it.wikipedia.org/wiki/Governo_Rumor_V,mueller,,,24,65,,380,19740
318,43,1993-03-29,Balladur,0,http://fr.wikipedia.org/wiki/Historique_des_gouvernements_de_la_France,,,,199,664,360,250,19930
319,1,2010-07-08,Radicova I,0,http://en.wikipedia.org/wiki/Iveta_Radi%C4%8Dov%C3%A1,"ap, bbc, reuters","PM Radičová was appointed on 8 July 2010 with the cabinet appointment one day after (BBC). The cabinet passed an investiture vote (yes: 79, no: 66) on 10 August 2010 (AP).
On 11 October 2011 PM Radičová asked for a vote of confidence (yes: 55, no: 9, abstain: 60, absent: 26) linking it to a proposal on the European bailout mechanism, according to article 114 (3) of the constitution. The coalition partner Freedom and Solidarity (SaS) refused to back the cabinet (Reuters).",Coded as an equivalent to a substantively meaningful resignation due to a change into a caretaker cabinet.,269,524,441,703,20100
320,21,1972-10-05,Jorgensen I,0,http://da.wikipedia.org/wiki/Regeringen_Anker_J%C3%B8rgensen_I,mueller,,,345,400,,208,19720
321,56,1970-07-10,Hafstein,0,http://en.wikipedia.org/wiki/J%C3%B3hann_Hafstein,"indridason, nyt",,,254,318,,352,19700
322,74,2004-05-02,Belka,0,http://en.wikipedia.org/wiki/Marek_Belka,"bbc, ejpr, nyt",,Parliamentary composition changes during legislative term,18,565,,616,20040
323,59,1996-03-12,Vranitzky V,0,http://de.wikipedia.org/wiki/Bundesregierung_Vranitzky_V,"nyt, aufo","Cabinet was appointed on 12 March 1996.
PM Vranitzky resigned on 18 January 1997 after his party suffered electoral defeats in the European and Vienna City Council elections.",,294,162,13,40,19960
324,8,1977-05-25,Den Uyl II,1,http://en.wikipedia.org/wiki/Netherlands_cabinet_Den_Uyl,,,Election date (25 June 1977) set as start date because caretaker cabinet remains in office for more than three months after election but elections took place within three months after resignation (22 March 1977).,765,635,,528,19771
325,39,2006-06-09,Gyurcsany II,0,http://en.wikipedia.org/wiki/Ferenc_Gyurcs%C3%A1ny,mue-rom,,,188,194,224,348,20060
326,54,1965-10-26,Erhard II,0,http://de.wikipedia.org/wiki/Kabinett_Erhard_II,nyt,CDU executive committee nominated new candidates to succeed chancellor Erhard on 8 November 1966 and he lost an informal confidence vote ('Vertrauensfrage-Ersuchen') on the same day.,,31,250,,276,19650
327,29,1953-08-10,St-Laurent III,0,http://en.wikipedia.org/wiki/Louis_St._Laurent#Prime_Minister_of_Canada,,,,750,292,,124,19530
328,63,1980-10-05,Carneiro II,0,,,,,549,281,,620,19801
329,43,1944-09-10,de Gaulle I,1,http://fr.wikipedia.org/wiki/Gouvernement_Charles_de_Gaulle_(1),w,,,,,,250,19440
330,43,1947-01-22,Ramadier I,0,http://fr.wikipedia.org/wiki/Gouvernement_Paul_Ramadier_(1),w,,,52,75,,250,19470
331,56,1959-11-20,Thors VI,0,http://en.wikipedia.org/wiki/%C3%93lafur_Thors,indridason,,,351,320,,352,19591
332,67,1963-12-18,Lehto,1,http://en.wikipedia.org/wiki/Reino_Ragnar_Lehto,"valt, nyt",Technocratic cabinet under PM Lehto appointed on 18 December 1963.,,764,354,,246,19630
333,9,2000-03-17,Stoltenberg I,0,http://en.wikipedia.org/wiki/Jens_Stoltenberg,ejpr,,,45,669,,578,20000
334,26,1983-08-04,Craxi I,0,http://it.wikipedia.org/wiki/Governo_Craxi_I,"mueller, nyt",,,87,617,353,380,19830
335,37,1981-06-30,Fitzgerald I,0,,,,,442,47,414,372,19810
336,63,1978-01-23,Soares II,0,,"keesings, mueller",,Soares was dismissed on 27 July 1978 after refusing to resign following CDS defection from the government,585,200,,620,19780
337,5,1976-12-24,Fukuda T,0,,,,,59,53,,392,19760
339,67,1966-05-27,Paasio I,0,http://en.wikipedia.org/wiki/Rafael_Paasio,valt,,,139,460,,246,19660
340,7,1944-11-23,Dupong I,0,http://lb.wikipedia.org/wiki/Regierung_vun_der_Befreiung,,,,,,,442,19440
341,11,1997-12-08,Shipley I,0,http://en.wikipedia.org/wiki/Fourth_National_Government_of_New_Zealand,reuters,"Cabinet was appointed on 8 December 1997.
Cabinet ended with withdrawal of the New Zealand First Party (NZFP) on 14 August 1998.",,620,561,,554,19970
342,51,2003-02-28,Papadopoulos I,0,http://en.wikipedia.org/wiki/Tassos_Papadopoulos,"afp, ap",,,910,339,,196,20030
343,54,1980-11-05,Schmidt III,0,http://de.wikipedia.org/wiki/Kabinett_Schmidt_III,"nyt, dhbt","FDP ministers resigned on 17 September 1982 and the FDP parliamentary group agreed on 29 September to elect Kohl as Chancellor. Schmidt lost a constructive vote of no-confidence (yes: 256, no: 235, abstain: 4) on 1 October and Kohl was elected by the vote. Earlier this year, Schmidt got support in a confidence vote (yes: 269, no: 224) on 2 February.",,459,547,361,276,19800
344,11,1969-12-22,Holyoake V,0,http://en.wikipedia.org/wiki/Second_National_Government_of_New_Zealand,,,,44,120,,554,19690
345,21,1971-10-11,Krag IV,0,http://da.wikipedia.org/wiki/Regeringen_Jens_Otto_Krag_III,mueller,,,596,400,,208,19710
346,54,1983-03-30,Kohl II,0,http://de.wikipedia.org/wiki/Kabinett_Kohl_II,,,,642,484,361,276,19830
347,26,1962-02-21,Fanfani IV,0,http://it.wikipedia.org/wiki/Governo_Fanfani_IV,mueller,,,810,507,,380,19620
348,10,1991-11-08,Dimitrov,0,http://en.wikipedia.org/wiki/Philip_Dimitrov,"mue-rom, nyt",,"Government lost a confidence vote on 28 December 1992 (yes:120, no: 111) and resigned.",,32,,100,19910
349,43,1966-01-08,Pompidou III,0,http://fr.wikipedia.org/wiki/Historique_des_gouvernements_de_la_France,,,,698,407,,250,19660
350,59,1975-10-28,Kreisky III,0,http://de.wikipedia.org/wiki/Bundesregierung_Kreisky_III,"faz, mueller","Cabinet was appointed on 28 October 1975.
PM Kreisky initiated an early election after losing a referendum on nuclear energy on 5 November 1978.
Cabinet ended with election on 6 May 1979 and resigned three days later.",,365,221,,40,19750
351,56,1959-06-28,Jonsson II,1,http://en.wikipedia.org/wiki/Emil_J%C3%B3nsson,nyt,Caretaker cabinet ended with resignation of PM Jonsson on 19 November 1959 (NYT).,,446,393,,352,19590
352,67,1999-04-15,Lipponen II,0,http://en.wikipedia.org/wiki/Paavo_Lipponen's_second_cabinet,"reuters, valt",Greens (VIHR) left cabinet on 26 Mai 2002 after a decision to build a new nuclear power plant was approved in parliament two days earlier (Reuters). Environment minister Satu Hassi was replaced on 31 May (Valtioneuvosto).,,100,15,652,246,19990
353,64,1966-03-19,Vanden Boeynants I,0,http://en.wikipedia.org/wiki/Paul_Vanden_Boeynants,mueller,,,311,150,,56,19660
354,59,1970-04-21,Kreisky I,0,http://de.wikipedia.org/wiki/Bundesregierung_Kreisky_I,"nyt, faz","Cabinet was appointed on 21 April 1970.
Minority cabinet was supported by the Freedom Party (FPO).
PM Kreisky initiated an early election on 6 July 1971 to win a new mandate.
Cabinet ended with an early election on 10 October 1971 and resigned on 19 October.",,561,377,,40,19700
355,43,1948-09-12,Queuille I,0,http://fr.wikipedia.org/wiki/Gouvernement_Henri_Queuille_(1),w,,,363,75,,250,19482
