id,country_id,family_id,name_short,name_english,name,name_ascii,name_nonlatin,wikipedia,data_source,description,comment,cmp,euprofiler,ees,morgan,castles_mair,huber_inglehart,ray,benoit_laver,chess,old_countryID,old_partyID
405,8,3,CHU,Christian Historical Union,Christelijk-Historische Unie,Christelijk-Historische Unie,,http://en.wikipedia.org/wiki/Christian_Historical_Union,,,,22525,,,65,,,1001,7060,1001,528,38
406,68,11,SPOZ,Party of Civic Rights -- Zemanovci,Strana práv občanů – Zemanovci,Strana prav obcanu -- Zemanovci,,http://en.wikipedia.org/wiki/Party_of_Civic_Rights_%E2%80%93_Zemanovci,ctk,,,,,,,,,,,,203,53
407,35,16,SPI,Swedish Senior Citizen Interest Party,Sveriges pensionärers intresseparti,Sveriges pensionarers intresseparti,,http://en.wikipedia.org/wiki/Swedish_Senior_Citizen_Interest_Party,,,,,,,,,,,,,752,35
409,26,26,FUQ,Front of the Ordinary Man,Fronte dell'Uomo Qualunque,Fronte dell'Uomo Qualunque,,http://en.wikipedia.org/wiki/Front_of_the_Ordinary_Man,,,,,,,,,,,,,380,72
411,27,9,AIC,Canary Islands Group,Agrupacion Independientes de Canarias,Agrupacion Independientes de Canarias,,http://es.wikipedia.org/wiki/Agrupaciones_Independientes_de_Canarias,,,,,,,,,,,,,724,29
412,21,28,DS,Danish Union,Dansk Samling,Dansk Samling,,http://en.wikipedia.org/wiki/Danish_Unity,,,,13953,,,,,,,,,208,32
414,74,12,todo,to be coded,to be coded,to be coded,,,,,,,,,,,,,,,616,999
417,75,2,ERa,People's Union of Estonia,Eestimaa Rahvalliit,Eestimaa Rahvalliit,,http://en.wikipedia.org/wiki/People%27s_Union_of_Estonia,,,,83612,78,1233612,,,,,1768,2206,233,44
418,39,14,MSzDP,Social Democratic Party,Magyarországi Szociáldemokrata Párt,Magyarorszagi Szocialdemokrata Part,,http://en.wikipedia.org/wiki/Hungarian_Social_Democratic_Party,,,,86320,,,,,,,,,348,34
419,23,6,PD,Democratic Party,Partidul Democrat,Partidul Democrat,,http://en.wikipedia.org/wiki/Democratic_Party_(Romania),,,,93322,,,,,,,3226,2704,642,33
421,26,16,PMP,Popular Monarchist Party,Partito Monarchico Popolare,Partito Monarchico Popolare,,http://en.wikipedia.org/wiki/People%27s_Monarchist_Party_(Italy),,,,,,,133,,,,,,380,65
422,15,27,BSDK,Brazauskas Social Democratic Coalition,Brazausko socialdemokratiné koalicija,Brazausko socialdemokratine koalicija,,http://lt.wikipedia.org/wiki/Lietuvos_socialdemokrat%C5%B3_partija,,,,88321,,,,,,,,2501,440,55
423,10,3,SDS,Union of Democratic Forces-Liberal,Sayuz na Demokratichni Sili-Liberal,Sayuz na Demokratichni Sili-Liberal,Съюз на демократичните сили,http://en.wikipedia.org/wiki/Union_of_the_Democratic_Forces_(Bulgaria),,,,80410,33,,,,707,,,,100,36
424,27,6,PL,Liberal Party,Partido Liberal,Partido Liberal,,"http://en.wikipedia.org/wiki/Liberal_Party_(Spain,_1976-1989)",,,,33439,,,,,,,,,724,14
425,23,17,etnice,Romanian ethnic minorities parties,Partidele minorităţilor etnice din România,Partidele minoritatilor etnice din Romania,,http://en.wikipedia.org/wiki/Romanian_ethnic_minorities_parties,,,,,,,,,,,,,642,45
426,75,12,none,no party affiliation,no party affiliation,no party affiliation,,,,,,,,,,,,,,,233,990
427,63,3,PDC,Christian Democratic Peoples Party,Partido da Democracia Cristã,Partido da Democracia Crista,,http://pt.wikipedia.org/wiki/Partido_da_Democracia_Crist%C3%A3,,,,,,,,,,1210,,,620,28
428,75,26,ResP,Res Publica Party,Res Publica,Res Publica,,http://en.wikipedia.org/wiki/Union_for_the_Republic_-_Res_Publica,,,,83611,,,,,,,1820,,233,25
429,23,12,todo,to be coded,to be coded,to be coded,,,,,,,,,,,,,,,642,999
431,26,14,FDP,Popular Democratic Front,Fronte Democratico Popolare,Fronte Democratico Popolare,,http://en.wikipedia.org/wiki/Popular_Democratic_Front,,Joint list of PSI and PCI in the 1948 election.,,,,,,,,,,,380,121
432,15,40,LTS,Lithuanian National Union List,Lietuvių tautininkų sąjunga,Lietuviu tautininku sajunga,,http://en.wikipedia.org/wiki/Lithuanian_Nationalists_Union,,,,88710,,,,,,,,,440,27
433,37,14,SF,Sinn Fein,Sinn Féin,Sinn Fein,,http://en.wikipedia.org/wiki/Sinn_Fein,,,,53951,172,1372951,,,,,6387,,372,35
434,39,3,KDNP,Christian Democratic People's Party,Kereszténydemokrata Néppárt,Keresztenydemokrata Neppart,,http://en.wikipedia.org/wiki/Christian_Democratic_People%27s_Party_%28Hungary%29,,,,86522,,1348526,,,1604,,,2307,348,16
435,18,3,HDZ-BiH,Croatian Democratic Union of Bosnia and Herzegovina,Hrvatska demokratska zajednica Bosne i Hercegovine,Hrvatska demokratska zajednica Bosne i Hercegovine,,http://en.wikipedia.org/wiki/Croatian_Democratic_Union_of_Bosnia_and_Herzegovina,,,,79953,38,,,,,,534,,70,10
436,26,9,LAM,Southern Action League,Lega d'Azione Meridionale,Lega d'Azione Meridionale,,http://en.wikipedia.org/wiki/Southern_Action_League,,,,,,,,,,,,,380,12
437,39,26,Fidesz/KDNP,Fidesz -- Hungarian Civic Party / Christian Democratic People’s Party,Fidesz – Magyar Polgári Szövetség / Kereszténydemokrata Néppárt,Fidesz -- Magyar Polgari Szovetseg / Keresztenydemokrata Neppart,,,,,Fidesz party codings of foreign data sets used as a basis of political position data,86421,157,1348421,,,1603,,1872,2302,348,39
438,64,26,Pp,People's Party,Parti populaire,Parti populaire,,http://en.wikipedia.org/wiki/Popular_Party_%28Belgium%29,,,,,,,,,,,,,56,75
439,5,26,DPJ,Democratic Party of Japan,Minshutō,Minshu,民主党,http://en.wikipedia.org/wiki/Democratic_Party_of_Japan,kyodo,,,71624,,,,,,,8352,,392,30
440,68,28,KDS,Christian Democratic Party,Krestanskodemokraticka strana,Krestanskodemokraticka strana,,,,,,82521,,,,,1008,,,,203,33
441,23,12,etc,others,others,others,,,,,,,,,,,,,,,642,995
442,43,14,LCR,Revolutionary Communist League,Ligue communiste révolutionnaire,Ligue communiste révolutionnaire,,http://en.wikipedia.org/wiki/Revolutionary_Communist_League_%28France%29,,,,,,,,,1401,,,614,250,20
443,27,9,UV,Valencian Union,Union Valenciana,Union Valenciana,,http://en.wikipedia.org/wiki/Valencian_Union,,,,,,,,,,512,,512,724,55
444,44,28,CW,Common Wealth Movement,Common Wealth Movement,Common Wealth Movement,,http://en.wikipedia.org/wiki/Common_Wealth_Party,,,,,,,,,,,,,826,23
445,55,26,PS,Civic Union,Pilsoniskā savienība,Pilsoniskā savienība,,http://en.wikipedia.org/wiki/Pilsonisk%C4%81_savien%C4%ABba,,,,,193,1428611,,,,,,,428,61
446,33,26,FFP,Family First Party,Family First Party,Family First Party,,http://en.wikipedia.org/wiki/Family_First_Party,,,,,,,,,,,,,36,22
448,29,9,BQ,Quebec Bloc,Bloc Québécois,Bloc Quebecois,,http://en.wikipedia.org/wiki/Quebec_Bloc,,,,62901,,,,,802,,5213,,124,15
450,75,11,R,Popular Front,Rahvarinne,Rahvarinne,,http://en.wikipedia.org/wiki/Estonian_parliamentary_election%2C_1992,,,,83421,,,,,1204,,,,233,27
451,8,3,KVP,Catholic Peoples Party,Katholieke Volkspartij,Katholieke Volkspartij,,http://en.wikipedia.org/wiki/Katholieke_Volkspartij,,,,22522,,,64,1106,,1001,7040,1001,528,29
453,44,12,etc,others,others,others,,,,,,,,,,,,,,,826,995
454,64,6,PRL,Liberal Reformist Party,Parti Réformateur Libéral,Parti Reformateur Liberal,,http://en.wikipedia.org/wiki/Parti_R%C3%A9formateur_Lib%C3%A9ral,,,,21422,,,,310,409,107,,106,56,69
455,72,12,etc,others,others,others,,,,,,,,,,,,,,,470,995
456,8,40,LPF,Fortuyn List,Lijst Pim Fortuyn,Lijst Pim Fortuyn,,http://en.wikipedia.org/wiki/Lijst_Pim_Fortuyn,,,,22720,,,,,,,7120,1015,528,13
457,7,14,DL,The Left,Déi Lénk – La Gauche – Die Linke,Dei Lenk – La Gauche – Die Linke,,http://en.wikipedia.org/wiki/Dei_Lenk,,,,,215,1442222,,,,,6906,,442,25
458,40,6,LPS,Liberal Party of Switzerland,Liberale Partei der Schweiz – Parti liberal suisse,Liberale Partei der Schweiz -- Parti liberal suisse,,http://en.wikipedia.org/wiki/Liberal_Party_of_Switzerland,,,,43531,,,,,3805,1702,8060,,756,32
460,64,16,RW,Walloon Rally,Rassemblement Wallon,Rassemblement Wallon,,http://en.wikipedia.org/wiki/Walloon_Rally,,,,21911,,,94,303,,,,,56,31
462,5,26,LP,Liberal Party,Jiyū-tō,Jiyu-to,自由党,http://en.wikipedia.org/wiki/Liberal_Party_%281998%29,,,,71625,,,,,,,,,392,21
463,41,6,KN,Party of New Liberals,Komma Neofileleftheron,Komma Neofileleftheron,Kόμμα των Nεοφιλελευθέρων,http://en.wikipedia.org/wiki/Party_of_New_Liberals,,,,,,,,,,,,,300,12
465,26,27,SeL,Left and Freedom,Sinistra e libertà,Sinistra e liberta,,http://en.wikipedia.org/wiki/Left_and_Freedom,,,,,371,1380007,,,,,,,380,172
466,55,2,ZZS,Green and Farmers' Union,Zaļo un Zemnieku savienība,Zalo un Zemnieku savieniba,,http://en.wikipedia.org/wiki/Union_of_Greens_and_Farmers,,,,87110,198,1428110,,,,,2210,,428,30
467,44,19,GP,Green Party,Green Party,Green Party,,http://en.wikipedia.org/wiki/Green_Party_%28UK%29,,,,,420,1826110,,,,1107,,1107,826,37
470,64,16,WOW,Growing old in dignity,Waardig ouder worden,Waardig ouder worden,,http://nl.wikipedia.org/wiki/Waardig_Ouder_Worden,,,,,,,,,,,,,56,82
473,26,27,Fed,Federalism,Federalismo – Europa dei Popoli,Federalismo -- Europa dei Popoli,,http://it.wikipedia.org/wiki/Federalismo_Europa_dei_Popoli,,,"Van der Eijk and Franklin 1999, p. 461",,,,,,,,,,380,26
474,9,9,FF,Future for Finnmark,Framtid for Finnmark,Framtid for Finnmark,,http://en.wikipedia.org/wiki/Future_for_Finnmark,,,,,,,,,,,,,578,18
475,26,6,UD,Democratic Union,Unione Democratica,Unione Democratica,,http://en.wikipedia.org/wiki/Democratic_Union_(Italy),,,,,,,,,,,,,380,136
478,69,12,DFP,Forum Party,Deutsche Forumpartei,Deutsche Forumpartei,,http://en.wikipedia.org/wiki/German_Forum_Party,,,,85423,,,,,,,,,1003,29
479,64,12,etc,others,others,others,,,,,,,,,,,,,,,56,995
482,15,6,LRLS,Liberals' Movement of the Republic of Lithuania,Lietuvos Respublikos Liberalų sąjūdis,Lietuvos Respublikos Liberalų sąjudis,,http://en.wikipedia.org/wiki/Liberals'_Movement_of_the_Republic_of_Lithuania,,,,,202,1440421,,,,,2348,,440,35
484,69,40,NDPD,National Democratic Party,National-Demokratische Partei Deutschlands,National-Demokratische Partei Deutschlands,,http://en.wikipedia.org/wiki/National_Democratic_Party_of_Germany_%28East_Germany%29,,,,85424,,,,,,,,,1003,26
486,75,28,KMU,Coalition Party and Rural Union,Koonderakond ja Maarahva Ühendus,Koonderakond ja Maarahva Ühendus,,http://et.wikipedia.org/wiki/KM%C3%9C,,,composed of: EKK Eesti Koonderakond (Coalition Party); EM Eesti Maalit (Estonian Rural Union),83719,,,,,1209,,,,233,46
487,26,6,PLI,Italian Liberal Party,Partito Liberale Italiano,Partito Liberale Italiano,,,,,,32420,,,132,1009,2108,810,,,380,96
488,26,3,DE,European Democracy,Democrazia Europea,Democrazia Europea,,http://en.wikipedia.org/wiki/European_Democracy,,,,32901,,,,,,,,,380,57
489,41,6,EDIK,Union of the Democratic Centre,Enosi Dimokratikou Kentrou,Enosi Dimokratikou Kentrou,Ένωση Δημοκρατικού Κέντρου,http://en.wikipedia.org/wiki/Union_of_the_Democratic_Centre_(Greece),,,,34510,,,,,,,,,300,35
490,27,12,todo,to be coded,to be coded,to be coded,,,,,,,,,,,,,,,724,999
491,51,6,EK,European Party,Evropaiko Komma,Evropaiko Komma,Ευρωπαϊκό Κόμμα,http://en.wikipedia.org/wiki/European_Party_(Cyprus),,,,,52,1196600,,,,,,,196,37
492,26,28,Prodi,Prodi,Prodi,Prodi,,http://it.wikipedia.org/wiki/Romano_Prodi,,,,,,,,,,,,,380,137
493,15,3,KDS,Christian Democratic Union,Krikščionių demokratų sąjunga,Krikscioniu demokratu sajunga,,,,,,,,,,,,,,,440,72
500,55,27,Lib,Libertas.lv,Libertas.lv,Libertas.lv,,http://en.wikipedia.org/wiki/Libertas_Latvia,,,,,,,,,,,,,428,83
501,64,26,N-VA,New Flemish Alliance,Nieuw-Vlaamse Alliantie,Nieuw-Vlaamse Alliantie,,http://en.wikipedia.org/wiki/New-Flemish_Alliance,,,,21913,15,1056913,,309,407,110,5003,110,56,35
502,26,16,PP,Pensioners' Party,Partito Pensionati,Partito Pensionati,,http://en.wikipedia.org/wiki/Pensioners%27_Party_%28Italy%29,,,,,,,,,,,,830,380,28
504,18,6,HNS,Croatian People's Party -- Liberal Democrats,Hrvatska narodna stranka – Liberalni Demokrati,Hrvatska narodna stranka -- Liberalni Demokrati,,http://en.wikipedia.org/wiki/Hrvatska_narodna_stranka_-_Liberalni_Demokrati,,,,,39,,,,,,,,70,28
506,56,6,Ff,Liberal Party,Frjálslyndi flokkurinn,Frjalslyndi flokkurinn,,http://en.wikipedia.org/wiki/Frj%C3%A1slyndi_Flokkurin,indridason,,,15420,,,,,,,6231,,352,25
508,63,16,ADIM,Association for the Protection of the Interests of Macau,Associação de Defesa dos Interesses de Macau,Associacao de Defesa dos Interesses de Macau,,http://pt.wikipedia.org/wiki/Associa%C3%A7%C3%A3o_de_Defesa_dos_Interesses_de_Macau,,,,,,,,,,,,,620,29
509,43,26,UDF,Union for French Democracy,Union pour la démocratie française,Union pour la democratie francaise,,http://en.wikipedia.org/wiki/Union_for_French_Democracy,,,,31624,,,,705,1409,,5901,613,250,35
512,74,26,PO,Civic Platform,Platforma Obywatelska,Platforma Obywatelska,,http://en.wikipedia.org/wiki/Platforma_Obywatelska,,,,92435,228,1616435,,,,,2980,2603,616,57
514,63,14,PCP,Portuguese Communist Party,Partido Comunista Português,Partido Comunista Portugues,,http://en.wikipedia.org/wiki/Portuguese_Communist_Party,,,,35220,,,,,3101,1209,7668,,620,13
516,43,14,PSU,Unified Socialist Party,Parti socialiste unifie,Parti socialiste unifie,,http://en.wikipedia.org/wiki/Unified_Socialist_Party_(France),,,,,,,,,,604,,,250,72
519,15,14,LDDP,Democratic Labour Party of Lithuania,Lietuvos demokratinė darbo partija,Lietuvos demokratine darbo partija,,http://en.wikipedia.org/wiki/Democratic_Labour_Party_of_Lithuania,,,,88220,,,,,2401,,,,440,40
520,27,9,BNG,Galician Nationalist Block,Bloque Nacionalista Galego,Bloque Nacionalista Galego,,http://en.wikipedia.org/wiki/Galician_Nationalist_Bloc,,,,33908,356,1724908,,,,514,,513,724,40
521,55,40,TB/LNNK,For Fatherland and Freedom / LNNK,Tēvzemei un Brīvībai / LNNK,Tevzemei un Brivibai / LNNK,,http://en.wikipedia.org/wiki/Fatherland_and_Freedom_Party,,,,87723,197,1428723,,,,,2132,2406,428,25
523,37,14,NPD,National Progressive Democrats,National Progressive Democrats,National Progressive Democrats,,http://en.wikipedia.org/wiki/National_Progressive_Democrats,,,,,,,,,,,,,372,38
524,54,40,Rep,The Republicans,Die Republikaner,Die Republikaner,,http://en.wikipedia.org/wiki/Die_Republikaner,,,,,133,,,,1507,306,6069,305,276,32
525,8,3,EVP,Evangelical Peoples Party,Evangelische Volkspartij,Evangelische Volkspartij,,http://en.wikipedia.org/wiki/Evangelical_People%27s_Party_%28Netherlands%29,,,,,,,,,,1013,,,528,45
526,55,6,LC,Latvian Way,Latvijas Ceļš,Latvijas cels,,http://en.wikipedia.org/wiki/Latvian_Way,,,,87410,,,,,,,,2407,428,53
527,1,14,SV,Common Choice,Spoločná voľba,Spolocna Vol'ba,,http://sk.wikipedia.org/wiki/Spolo%C4%8Dn%C3%A1_vo%C4%BEba,,,composed of: SDA Strana demokratickej l´avice (Party of the Democratic Left) -- SDSS Socialno-demokratická strana Slovenska (Social Democratic Party) -- SZS Strana zelenýnch na Slovenska (Green Party) -- HP Hnutie polnohospodárov (Peasant Movement),96221,,,,,,,,,703,55
528,74,26,PiS,Law and Justice,Prawo i Sprawiedliwość,Prawo i Sprawiedliwosc,,http://en.wikipedia.org/wiki/Law_and_Justice,,,,92436,230,1616436,,,,,3032,2605,616,14
529,10,2,ZS-AS,"Agrarian Union ""Aleksandar Stamboliyski""","Zemedelski sayuz ""Aleksandar Stamboliyski""","Zemedelski sayuz ""Aleksandar Stamboliyski""",Земеделски съюз „Александър Стамболийски“,http://en.wikipedia.org/wiki/Agrarian_Union_%22Aleksandar_Stamboliyski%22,,,,80812,,,,,,,,,100,18
531,40,3,CVP-PDC,Conservative Peoples Party,Christlichdemokratische Volkspartei – Parti démocrate-chrétien,Christlichdemokratische Volkspartei -- Parti democrate-chretien,,http://en.wikipedia.org/wiki/Christian_Democratic_People%27s_Party_of_Switzerland,,,,43520,288,,,,3802,1701,7980,,756,15
534,51,12,none,no party affiliation,no party affiliation,no party affiliation,,,,,,,,,,,,,,,196,990
535,10,40,ATA,National Union Attack,Natsionalen Sǎyuz Ataka,Natsionalen Sayuz Ataka,Национален съюз Атака,http://en.wikipedia.org/wiki/National_Union_Attack,,,Full cyrilic name: Национален съюз Атака,,27,1100700,,,,,,2007,100,37
536,69,6,BFD,Association of Free Democrats,Bund Freier Demokraten,Bund Freier Demokraten,,http://en.wikipedia.org/wiki/Association_of_Free_Democrats,,,,85429,,,,,,,,,1003,17
538,21,6,DU,Independents Party,De Uafhængige,De Uafhaengige,,http://en.wikipedia.org/wiki/Independent_Party_%28Denmark%29,,,,13421,,,,,,,,,208,22
542,10,12,DP,Democratic Party,Demokraticheska partia,Demokraticheska partia,Демократическа партия,http://en.wikipedia.org/wiki/Democratic_Party_(Bulgaria),,,,,,,,,709,,,,100,31
543,54,6,FDP,Free Democratic Party,Freie Demokratische Partei,Freie Demokratische Partei,,http://en.wikipedia.org/wiki/Freie_Demokratische_Partei,,,,41420,119,1276420,,804,1504,303,5997,303,276,50
544,10,12,NDSV,National Movement Simeon II,Natsionalno Dvizhenie Simeon Vtori,Natsionalno Dvizhenie Simeon Vtori,Национално движение Симеон Втори,http://en.wikipedia.org/wiki/National_Movement_Simeon_II,,,,80902,32,1100400,,,,,946,2001,100,44
545,40,12,etc,others,andere,andere,,,,,,,,,,,,,,,756,995
546,39,3,MDF,Hungarian Democratic Forum,Magyar Demokrata Fórum,Magyar Demokrata Forum,,http://en.wikipedia.org/wiki/Hungarian_Democratic_Forum,,,,86521,159,1348521,,,1605,,1924,2303,348,26
547,5,26,JRP,Japan Renewal Party,Shinseitō,Shinsei-to,新生党,http://en.wikipedia.org/wiki/Japan_Renewal_Party,,,,71622,,,,,2205,,,,392,34
548,74,40,KPN,Confederation for Independent Poland,Konfederacja Polski Niepodległej,Konfederacja Polski Niepodleglej,,http://en.wikipedia.org/wiki/Confederation_of_Independent_Poland,,,,92710,,,,,3006,,,,616,43
550,55,26,JP,New Era Party,Jaunā partija,Jaunā partija,,http://lv.wikipedia.org/wiki/Jaun%C4%81_Partija,,,,87431,,,,,,,,,428,48
551,27,6,UPyD,"Union, Progress and Democracy",Unión Progreso y Democracia,Union Progreso y Democracia,,"http://en.wikipedia.org/wiki/Union,_Progress_and_Democracy",,,,,276,1724010,,,,,,,724,62
552,75,26,ERSP,Estonian National Independence Party,Eesti Rahvusliku Sõltumatuse Partei,Eesti Rahvusliku Soltumatuse Partei,,http://en.wikipedia.org/wiki/Eesti_Rahvusliku_S%C3%B5ltumatuse_Partei,,,,83711,,,,,1210,,,,233,15
553,37,14,CP,Communist Party,Páirtí Cumannach na hÉireann,Pairti Cumannach na hEireann,,http://en.wikipedia.org/wiki/Communist_Party_of_Ireland,,,,,,,,,,707,,707,372,34
556,29,14,CP,Communist Party,Communist Party,Communist Party,,http://en.wikipedia.org/wiki/Communist_Party_of_Canada,,,,,,,,,,,,,124,19
557,63,14,BE,Bloc of the Left,Bloco de Esquerda,Bloco de Esquerda,,http://en.wikipedia.org/wiki/Left_Bloc,,,,35211,232,1620211,,,,,7632,1208,620,26
558,54,11,SPD,Social Democratic Party of Germany,Sozialdemokratische Partei Deutschlands,Sozialdemokratische Partei Deutschlands,,http://en.wikipedia.org/wiki/Sozialdemokratische_Partei_Deutschlands,,,,41320,120,1276320,,803,1503,302,6087,302,276,43
559,1,17,SMK-MKP,Party of the Hungarian Coalition,Strana maďarskej koalície – Magyar Koalíció Pártja,Strana ma'arskej koalicie -- Magyar Koalicio Partja,,http://en.wikipedia.org/wiki/Party_of_the_Hungarian_Coalition,,,,96952,259,1703954,,,,,4105,2804,703,30
561,44,27,NG,National Government,National Government,National Government,,http://en.wikipedia.org/wiki/UK_National_Government,,,,,,,,,,,,,826,15
562,23,14,PSM,Socialist Party of Labour,Partidul Socialist al Muncii,Partidul Socialist al Muncii,,http://en.wikipedia.org/wiki/Socialist_Party_of_Labour,,,,93713,,,,,3210,,,,642,48
564,40,40,RB,Republican Movement,Republikanische Bewegung,Republikanische Bewegung,,http://en.wikipedia.org/wiki/Republican_Movement_%28Switzerland%29,,,,,,,,,,,,,756,35
565,63,11,UEDS,Leftwing Union for the Socialist Democracy,União da Esquerda para a Democracia Socialista,Uniao de Esquerda para a Democracia Socialista,,http://en.wikipedia.org/wiki/Leftwing_Union_for_the_Socialist_Democracy,,,,35317,,,,,,,,,620,34
566,10,28,LR,Lider,Lider,Lider,ЛИДЕР,http://en.wikipedia.org/wiki/Lider_(Bulgaria),,,,,,,,,,,,,100,68
567,41,12,etc,others,others,others,,,,,,,,,,,,,,,300,995
568,48,14,WPI,Workers Party of Ireland,Workers Party of Ireland,Workers Party of Ireland,,http://en.wikipedia.org/wiki/Workers_Party_%28Ireland%29,,,,,,,,,2002,,,,1002,17
569,40,16,FraP,Feminist Green Alternative,Frauen macht Politik,Frauen macht Politik,,http://de.wikipedia.org/wiki/Politische_Parteien_in_der_Schweiz,,,,,,,,,,1712,,,756,40
572,51,14,AKEL,Progressive Party of Working People,Anorthotikó Kómma Ergazómenou Laoú,Anorthotikon Komma Ergazemenou Laou,Ανορθωτικό Κόμμα Εργαζόμενου Λαού,http://en.wikipedia.org/wiki/Progressive_Party_of_Working_People,jacobs,,,55321,49,1196321,,,,,5351,,196,16
573,39,28,CP,Centre Party,Centrumpárt,Centrumpart,,http://en.wikipedia.org/wiki/Centre_Party_%28Hungary%29,,,,,,,,,,,1846,2306,348,33
574,68,28,OH,Civil Movement,Obcanské hnuti,Obcanske hnuti,,http://cs.wikipedia.org/wiki/Ob%C4%8Dansk%C3%A9_hnut%C3%AD,,,,,,,,,1004,,,,203,48
575,54,9,SSW,South Schleswig Voter League,Südschleswigscher Wählerverband,Suedschleswigscher Waehlerverband,,http://en.wikipedia.org/wiki/South_Schleswig_Voter_Federation,,,,41912,,,,,,,,,276,45
579,68,28,RMS,Republicans of Miroslav Sladek,Republikanska Miroslava Sladka,Republikanska Miroslava Sladka,,,,,,,,,,,,,1484,,203,19
580,64,28,FW,Walloon Front,Front Wallon,Front Wallon,,,,,,,,,,,,,,,56,20
581,15,6,DP,Labour Party,Darbo Partija,Darbo Partija,,http://en.wikipedia.org/wiki/Labour_Party_%28Lithuania%29,,,,,199,1440322,,,,,,2516,440,47
582,60,26,NDS,National Democratic Party,Narodno demokratska stranka,Narodno demokratska stranka,,http://en.wikipedia.org/wiki/National_Democratic_Party_%28Slovenia%29,,,,,,,,,,,,,705,44
584,39,40,MIEP-Jobbik,Hungarian Justice and Life Party -- Jobbik and Third Way Alliance,Magyar Igazság és Élet Pártja – Jobbik a Harmadik Út,Magyar Igazsag es Elet Partja -- Jobbik a Harmadik Ut,,http://en.wikipedia.org/wiki/MI%C3%89P-Jobbik_Third_Way_Alliance_of_Parties,,,,86620,,,,,,,1950,2305,348,14
585,67,9,RKP-SFP,Swedish People's Party,Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland,Ruotsalainen Kansanpuolue -- Svenska Folkepartiet i Finland,,http://en.wikipedia.org/wiki/Swedish_People%27s_Party_%28Finland%29,,,,14901,96,1246901,18,606,1305,1406,5757,1406,246,28
586,1,40,LsNS,People's Party our Slovakia,Ľudová strana Naše Slovensko,Ludova strana Nase Slovensko,,http://sk.wikipedia.org/wiki/%C4%BDudov%C3%A1_strana_Na%C5%A1e_Slovensko,,,,,,,,,,,,,703,63
587,56,16,B,Citizens' Movement,Borgarahreyfingin,Borgarahreyfingin,,http://en.wikipedia.org/wiki/Citizens'_Movement_(Iceland),,,,,,,,,,,,,352,40
590,21,26,KF,Conservatives,Konservative,Konservative,,http://en.wikipedia.org/wiki/Konservative_Folkeparti,,,,13620,66,1208620,4,509,1107,203,5549,203,208,12
593,44,26,UKUP,United Kingdom Unionist Party,United Kingdom Unionist Party,United Kingdom Unionist Party,,http://en.wikipedia.org/wiki/UK_Unionist_Party,,,,,,,,,,,,,826,20
596,26,26,FI,Go Italy,Forza Italia,Forza Italia,,http://en.wikipedia.org/wiki/Forza_Italia,,,,32610,,,,,,816,6646,815,380,63
597,41,14,EDA,United Democratic Left,Eniaia Dimokratiki Aristera,Eniaia Dimokratiki Aristera,,http://en.wikipedia.org/wiki/United_Democratic_Left,,,,,,,,,,,,,300,24
599,10,12,BBB,Bulgarian Business Bloc,Balgarski Biznes Blok,Balgarski Biznes Blok,,,,,,80901,,,,,708,,737,,100,32
600,39,40,Jobbik,Movement for a Better Hungary,Jobbik Magyarországért Mozgalom,Jobbik Magyarorszagert Mozgalom,,http://en.wikipedia.org/wiki/Movement_for_a_Better_Hungary,,,,,158,1348700,,,,,,,348,29
601,63,14,FSP,People's Socialist Front,Frente Socialista Popular,Frente Socialista Popular,,http://en.wikipedia.org/wiki/Frente_Socialista_Popular,,,,,,,,,,,,,620,51
602,40,3,EVP-PEP,Protestant Peoples Party,Evangelische Volkspartei der Schweiz – Parti Populaire Evangelique Suisse,Evangelische Volkspartei der Schweiz -- Parti Populaire Evangelique Suisse,,http://en.wikipedia.org/wiki/Evangelical_People%27s_Party_of_Switzerland,,,,43530,394,,,,,1706,8012,,756,36
603,10,27,DL,Democratic Left,Democratichnata Levitsa,Democratichnata Levitsa,Демократична левица,http://bg.wikipedia.org/wiki/%D0%94%D0%B5%D0%BC%D0%BE%D0%BA%D1%80%D0%B0%D1%82%D0%B8%D1%87%D0%BD%D0%B0_%D0%BB%D0%B5%D0%B2%D0%B8%D1%86%D0%B0,,,,80229,,,,,702,,841,,100,75
604,7,12,PIE,Independents of the East,Parti des Indépendants de l'Est,Parti des Independants de l'Est,,,,,,,,,,,,,,,442,17
609,75,3,EKD,Estonian Christian Democrats,Eesti Kristlikud Demokraadid,Eesti Kristlikud Demokraadid,,http://en.wikipedia.org/wiki/Party_of_Estonian_Christian_Democrats,,,,,76,,,,,,1612,,233,24
610,54,12,none,no party affiliation,parteilos,parteilos,,,,,,,,,,,,,,,276,990
612,68,28,Sn,Association of Independents,Sdruzeni nezavislych,Sdruzeni nezavislych,,,,,,,,,,,,,1510,,203,31
613,26,28,PNP,National Pensioners´ Party,Partito Nazionale Pensionati,Partito Nazionale Pensionati,,,,,,,,,,,,,,,380,126
614,41,14,KKE,Communist Party of Greece,Kommounistikó Kómma Elládas,Kommunistiko Koma Ellados,Κομμουνιστικό Κόμμα Ελλάδας,http://en.wikipedia.org/wiki/Communist_Party_of_Greece,,,,34210,151,1300210,,,,404,6123,404,300,10
617,11,6,ACT,ACT New Zealand,ACT New Zealand,ACT New Zealand,,http://en.wikipedia.org/wiki/ACT_New_Zealand,,,,64420,,,,,,,7220,,554,17
